DistrictCode,DistrictName,SchoolCode,SchoolName,term,stateCourseCodeId,courseTitle,letterGrade,count,cs_course
6037,Vancouver School District,3423,Columbia River High,SEM2,2711,IB Computer Science SL,D ,2,yes
6037,Vancouver School District,3423,Columbia River High,SEM2,2711,IB Computer Science SL,W ,1,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,A-,9,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,A ,49,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,B-,4,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,B ,11,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,B+,6,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,C ,4,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,C+,4,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,D ,2,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,D+,2,yes
17411,Issaquah School District,4495,Skyline High School,ALLYR,2711,IB Computer Science SL,W ,1,yes
30031,Mill A School District,5480,Pacific Crest Innovation Academy,SEM2,2712,HTML Fund.,A ,1,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,A-,7,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,A ,14,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,B-,1,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,B ,2,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,B+,1,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,C ,1,yes
29103,Anacortes School District,2467,Anacortes High School,SEM1,2712,INTRO COMP SCI,C+,2,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,A-,3,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,A ,27,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,B-,10,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,B+,3,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,C-,5,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,C+,3,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,D ,1,yes
29103,Anacortes School District,2467,Anacortes High School,SEM2,2712,INTRO COMP SCI,D+,1,yes
32361,East Valley School District (Spokane),5433,EV Parent Partnership,SEM1,2712,JAVA PROG,A ,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,A-,5,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,A ,9,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,B-,2,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,B ,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,B+,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM1,2713,Intro. to Programming,C+,2,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,A-,3,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,A ,13,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,B-,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,B ,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,B+,2,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,C ,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,C+,1,yes
31006,Mukilteo School District,3688,Mariner High School,SEM2,2713,Intro. to Programming,D ,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,A ,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,B-,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,B ,2,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,B+,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,C+,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM1,2713,Intro. to Programming,F ,3,yes
31006,Mukilteo School District,4247,ACES High School,SEM2,2713,Intro. to Programming,A ,5,yes
31006,Mukilteo School District,4247,ACES High School,SEM2,2713,Intro. to Programming,B-,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM2,2713,Intro. to Programming,B ,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM2,2713,Intro. to Programming,C+,1,yes
31006,Mukilteo School District,4247,ACES High School,SEM2,2713,Intro. to Programming,F ,4,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,2713,Intro. to Programming,A-,2,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,2713,Intro. to Programming,A ,18,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,2713,Intro. to Programming,B ,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,2713,Intro. to Programming,B+,4,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,2713,Intro. to Programming,C+,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM2,2713,Intro. to Programming,A-,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM2,2713,Intro. to Programming,A ,19,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM2,2713,Intro. to Programming,B-,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM2,2713,Intro. to Programming,B ,3,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM2,2713,Intro. to Programming,C+,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,A-,4,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,A ,15,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,B ,2,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,B+,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,C+,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,D ,4,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,D+,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM1,2713,PRG GAME DSGN 1,F ,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,A ,13,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,B-,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,B ,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,B+,2,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,C+,3,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,D ,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,D+,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,F ,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,NC,1,yes
6114,Evergreen School District (Clark),4162,Mountain View High School,SEM2,2713,PRG GAME DSGN 1,W ,3,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,A-,9,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,A ,8,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,B-,4,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,B ,3,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,B+,1,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,C ,7,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science A,C+,2,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,A-,6,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,A ,15,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,B-,3,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,B ,4,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,B+,2,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,C ,2,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science A,C+,2,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM1,2714,AP Computer Science Principles,A ,4,yes
27403,Bethel School District,5961,Pierce County Skills Center,SEM2,2714,AP Computer Science Principles,A ,4,yes
23309,Shelton School District,4288,Choice Middle and High School,ALLYR,2715,FUND OF PROGRAMMING,C ,1,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,ADV COMPUTER SCI A,A ,8,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,ADV COMPUTER SCI A,C ,5,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI A,A ,3,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI A,B ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI A,C ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI A,D ,3,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,ADV COMPUTER SCI B,A ,8,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,ADV COMPUTER SCI B,C ,5,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI B,A ,3,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI B,B ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI B,C ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,ADV COMPUTER SCI B,D ,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,A ,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,B ,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,B+,2,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,C-,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,C ,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,C+,3,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,D ,4,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,D+,1,yes
27344,Orting School District,2942,Orting High School,SEM1,2719,COMP SCIENCE S1,F ,1,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,A-,1,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,A ,2,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,B-,1,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,B ,3,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,B+,2,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,C-,2,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,C ,1,yes
27344,Orting School District,2942,Orting High School,SEM2,2719,COMP SCIENCE S2,D ,2,yes
39007,Yakima School District,4092,Juvenile Detention Center,SEM1,2719,COMPUTER SCIENC,P ,8,yes
39007,Yakima School District,4092,Juvenile Detention Center,SEM2,2719,COMPUTER SCIENC,P ,1,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE,A ,12,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE,B ,5,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE,C ,4,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE,D ,2,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE,F ,3,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE,A ,19,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE,B ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE,C ,6,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE A,A ,12,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE A,B ,5,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE A,C ,3,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE A,D ,2,yes
32354,Mead School District,2402,Mead Senior High School,SEM1,2719,COMPUTER SCIENCE A,F ,3,yes
32354,Mead School District,2402,Mead Senior High School,SEM2,2719,COMPUTER SCIENCE A,A ,9,yes
32354,Mead School District,2402,Mead Senior High School,SEM2,2719,COMPUTER SCIENCE A,B ,6,yes
32354,Mead School District,2402,Mead Senior High School,SEM2,2719,COMPUTER SCIENCE A,C ,3,yes
32354,Mead School District,2402,Mead Senior High School,SEM2,2719,COMPUTER SCIENCE A,D ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE A,A ,19,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE A,B ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE A,C ,6,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE A,A ,16,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE A,B ,6,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE A,C ,5,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE A,D ,3,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE B,A ,19,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE B,B ,2,yes
32354,Mead School District,5268,Riverpoint Academy,SEM1,2719,COMPUTER SCIENCE B,C ,5,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE B,A ,16,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE B,B ,6,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE B,C ,5,yes
32354,Mead School District,5268,Riverpoint Academy,SEM2,2719,COMPUTER SCIENCE B,D ,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,A-,4,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,A ,9,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,B ,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,B+,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,C-,2,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,C ,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,C+,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,D ,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM1,2862,Computer Prog,F ,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,A-,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,A ,11,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,B ,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,B+,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,C-,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,C+,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,D ,3,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,D+,1,yes
37501,Bellingham School District,2553,Bellingham High School,SEM2,2862,Computer Prog,F ,2,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,A-,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,A ,8,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,B ,6,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,B+,3,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,C-,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,C+,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,D ,9,yes
37501,Bellingham School District,3576,Sehome High School,SEM1,2862,Computer Prog,W ,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,A ,8,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,B-,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,B ,3,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,B+,2,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,C-,2,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,C ,1,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,D ,7,yes
37501,Bellingham School District,3576,Sehome High School,SEM2,2862,Computer Prog,F ,1,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,A-,1,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,A ,4,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,B ,2,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,C-,1,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,C ,2,yes
37501,Bellingham School District,4515,Squalicum High School,SEM1,2862,Computer Prog,F ,2,yes
37501,Bellingham School District,4515,Squalicum High School,SEM2,2862,Computer Prog,A ,6,yes
37501,Bellingham School District,4515,Squalicum High School,SEM2,2862,Computer Prog,B-,1,yes
37501,Bellingham School District,4515,Squalicum High School,SEM2,2862,Computer Prog,B ,2,yes
37501,Bellingham School District,4515,Squalicum High School,SEM2,2862,Computer Prog,F ,2,yes
9207,Mansfield School District,2233,Mansfield Elem and High School,SEM1,2970,COMPUTER PROG,A-,2,yes
9207,Mansfield School District,2233,Mansfield Elem and High School,SEM1,2970,COMPUTER PROG,A ,2,yes
9207,Mansfield School District,2233,Mansfield Elem and High School,SEM1,2970,COMPUTER PROG,B ,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,A-,3,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,A ,33,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,B+,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,C-,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,C ,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,C+,1,yes
31006,Mukilteo School District,4433,Kamiak High School,SEM1,3026,AP - Computer Science Java,F ,2,yes
6114,Evergreen School District (Clark),5111,Union High School,SEM2,3026,AP COMP PRINC 2,A-,7,yes
6114,Evergreen School District (Clark),5111,Union High School,SEM2,3026,AP COMP PRINC 2,A ,38,yes
6114,Evergreen School District (Clark),5111,Union High School,SEM2,3026,AP COMP PRINC 2,B-,1,yes
6114,Evergreen School District (Clark),5111,Union High School,SEM2,3026,AP COMP PRINC 2,B ,2,yes
6114,Evergreen School District (Clark),5111,Union High School,SEM2,3026,AP COMP PRINC 2,B+,3,yes
17405,Bellevue School District,2701,Bellevue High School,SEM1,3026,AP Comp Sci,A ,45,yes
17405,Bellevue School District,2701,Bellevue High School,SEM1,3026,AP Comp Sci,B ,16,yes
17405,Bellevue School District,2701,Bellevue High School,SEM1,3026,AP Comp Sci,C ,11,yes
17405,Bellevue School District,2701,Bellevue High School,SEM1,3026,AP Comp Sci,D ,3,yes
17405,Bellevue School District,2701,Bellevue High School,SEM1,3026,AP Comp Sci,F ,2,yes
17405,Bellevue School District,2701,Bellevue High School,SEM2,3026,AP Comp Sci,A ,37,yes
17405,Bellevue School District,2701,Bellevue High School,SEM2,3026,AP Comp Sci,B ,17,yes
17405,Bellevue School District,2701,Bellevue High School,SEM2,3026,AP Comp Sci,C ,10,yes
17405,Bellevue School District,2701,Bellevue High School,SEM2,3026,AP Comp Sci,D ,3,yes
17405,Bellevue School District,2701,Bellevue High School,SEM2,3026,AP Comp Sci,F ,3,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM1,3026,AP Comp Sci,A ,11,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM1,3026,AP Comp Sci,B ,10,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM1,3026,AP Comp Sci,C ,3,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM1,3026,AP Comp Sci,F ,1,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM2,3026,AP Comp Sci,A ,9,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM2,3026,AP Comp Sci,B ,8,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM2,3026,AP Comp Sci,C ,6,yes
17405,Bellevue School District,3282,Sammamish Senior High,SEM2,3026,AP Comp Sci,F ,2,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM1,3026,AP Comp Sci,A ,36,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM1,3026,AP Comp Sci,B ,8,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM1,3026,AP Comp Sci,C ,5,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM1,3026,AP Comp Sci,D ,2,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM2,3026,AP Comp Sci,A ,29,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM2,3026,AP Comp Sci,B ,10,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM2,3026,AP Comp Sci,C ,6,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM2,3026,AP Comp Sci,D ,3,yes
17405,Bellevue School District,3486,Newport Senior High School,SEM2,3026,AP Comp Sci,F ,3,yes
17405,Bellevue School District,3522,International School,SEM1,3026,AP Comp Sci,A ,21,yes
17405,Bellevue School District,3522,International School,SEM1,3026,AP Comp Sci,B ,16,yes
17405,Bellevue School District,3522,International School,SEM1,3026,AP Comp Sci,C ,3,yes
17405,Bellevue School District,3522,International School,SEM2,3026,AP Comp Sci,A ,11,yes
17405,Bellevue School District,3522,International School,SEM2,3026,AP Comp Sci,B ,8,yes
17405,Bellevue School District,3522,International School,SEM2,3026,AP Comp Sci,C ,17,yes
17405,Bellevue School District,3522,International School,SEM2,3026,AP Comp Sci,D ,2,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM1,3026,AP Comp Sci,A ,70,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM1,3026,AP Comp Sci,B ,16,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM1,3026,AP Comp Sci,C ,7,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM1,3026,AP Comp Sci,F ,1,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM2,3026,AP Comp Sci,A ,73,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM2,3026,AP Comp Sci,B ,12,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM2,3026,AP Comp Sci,C ,5,yes
17405,Bellevue School District,3588,Interlake Senior High School,SEM2,3026,AP Comp Sci,F ,1,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),A-,4,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),A ,47,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),B-,1,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),B ,2,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),B+,3,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),C-,1,yes
17001,Seattle Public Schools,2306,Garfield High School,SEM2,3026,AP COMP SCI (CIHS),C ,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,A-,3,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,A ,10,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,B-,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,B ,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,B+,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,C ,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM1,3026,AP COMP SCI 1,C+,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,A-,2,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,A ,5,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,B-,2,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,B ,3,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,D ,2,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,D+,1,yes
34033,Tumwater School District,3362,Tumwater High School,SEM2,3026,AP COMP SCI 2,F ,2,yes
17402,Vashon Island School District,2419,Vashon Island High School,SEM1,3026,AP COMP SCI A,A-,3,yes
17402,Vashon Island School District,2419,Vashon Island High School,SEM1,3026,AP COMP SCI A,A ,8,yes
17402,Vashon Island School District,2419,Vashon Island High School,SEM1,3026,AP COMP SCI A,B ,2,yes
