X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.6038084,47.08429111,2206,5365,47.08429686,-122.603823,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Rainier Elementary School,PK,5,2410 Stryker Avenue, ,JBLM Lewis Main,Washington,98433,Kylie  Danielson,kdaniels@cloverpark.k12.wa.us,253.583.5220," Public School, Regular School",P,Elementary School,Public
-122.957249,46.13922586,2207,5400,46.13923153,-122.9572633,6801,Educational Service District 112,8122,Longview School District,Discovery High School-Achieve,9,12,2742 Harding, ,Longview,Washington,98632,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Public School, Re-Engagement School",R,High School,Public
-122.6845117,48.20686226,2208,5412,48.20686807,-122.6845265,29801,Northwest Educational Service District 189,15204,Coupeville School District,Open Den,9,12,501 South Main, ,Coupeville,Washington,98239,Jim  Shank,jshank@coupeville.k12.wa.us,360.678.2404," Public School, Re-Engagement School",R,High School,Public
-117.1954085,47.6922029,2209,5432,47.69220924,-117.1954222,32801,Educational Service District 101,32361,East Valley School District (Spokane),EV Online,7,12,3830 N Sullivan Rd Bldg 1, ,Spokane Valley,Washington,99216,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Alternative School, Public School",A,K-12,Public
-117.2384663,47.68476361,2210,5433,47.68476995,-117.23848,32801,Educational Service District 101,32361,East Valley School District (Spokane),EV Parent Partnership,K,12,12325 E Grace Ave, ,Spokane Valley,Washington,99216,Frank  Brou,brouf@evsd.org,509-241-5001," Alternative School, Public School",A,K-12,Public
-122.1699853,48.15306414,2211,5495,48.15307,-122.17,29801,Northwest Educational Service District 189,31016,Arlington School District,Arlington Open Doors,9,12,4407 172nd ST NE, ,Arlington,Washington,98223,William  Nelson,wnelson@asd.wednet.edu,360-618-6340," Public School, Re-Engagement School",R,High School,Public
-122.5599858,45.73016932,2212,5502,45.730175,-122.56,6801,Educational Service District 112,6119,Battle Ground School District,Daybreak Youth Services,6,12,11104 NE 149th St, ,Brush Prairie,Washington,98606,Tom  Adams,adams.tom@battlegroundps.org,360.885.5415," Public School, Regular School",P,Other,Public
-122.3559855,47.10978721,2213,5471,47.109793,-122.356,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Bethel Elementary Learning Academy,K,5,16117 Canyon Road East, ,Puyallup,Washington,98375,Mike   Christianson,mchristian@bethelsd.org,253.683.6711," Public School, Regular School",P,Elementary School,Public
-122.6315063,47.62235457,2214,5472,47.62236036,-122.6315209,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Barker Creek Community School,K,12,PO Box 8, ,Silverdale,Washington,98383,Stuart  Crisman,stuartc@ckschools.org,360-662-2575," Alternative School, Public School",A,K-12,Public
-117.0841752,47.6655688,2215,5507,47.66557515,-117.0841889,32801,Educational Service District 101,32356,Central Valley School District,Liberty Creek Elementary School,K,3,2309 E Country Vista Drive, ,Liberty Lake,Washington,99019,Kim  Kyle,kkyle@cvsd.org,509-558-6302," Public School, Regular School",P,Elementary School,Public
-121.9937573,47.20671597,2216,5491,47.2067218,-121.9937717,17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,JJ Smith Elementary,PK,PK,1640 Fell Street, ,Enumclaw,Washington,98022,Susan   Arbury,susan_arbury@enumclaw.wednet.edu,360.802.7330," Affiliated With District, Public School",P,PK Only,Public
-119.5369859,47.31794992,2217,5497,47.317956,-119.537,4801,North Central Educational Service District 171,13165,Ephrata School District,Sage Hills Open Doors,10,13,333 4TH AVE NW, ,Ephrata,Washington,98823,Sharon   Scellick,sscellick@ephrataschools.org,509.754.5285," Public School, Re-Engagement School",R,High School,Public
-122.3549485,47.2976682,2218,5473,47.297674,-122.354963,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,TAFA at Saghalie,6,12,33914 19th Ave SW, ,Federal Way,Washington,98023,Christina  Spencer,chspence@fwps.org,253.945.5000," Public School, Regular School",P,Other,Public
-122.6006043,48.86006123,2219,5474,48.86006709,-122.6006192,29801,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale Family Connections,K,10,6041 Vista Dr, ,Ferndale,Washington,98248,Scott  Brittain,scott.brittain@ferndalesd.org,360.383.9215," Alternative School, Public School",A,Other,Public
-122.3448704,47.49981119,2220,3099,47.499817,-122.344885,17801,Puget Sound Educational Service District 121,17401,Highline School District,Evergreen High School,9,12,830 SW 116th St, ,Seattle,Washington,98146-2298,Jacqueline   Downey,jacqueline.downey@highlineschools.org,206.631.6150," Public School, Regular School",P,High School,Public
-122.2770464,47.43516219,2221,3483,47.435168,-122.277061,17801,Puget Sound Educational Service District 121,17401,Highline School District,Tyee High School,9,12,4424 S 188th St, ,SeaTac,Washington,98188-5097,Timothy  Schlosser,timothy.schlosser@highlineschools.org,206.631.6400," Public School, Regular School",P,High School,Public
-121.2803713,45.69406235,2222,5503,45.69406816,-121.2803853,6801,Educational Service District 112,20406,Lyle School District,Student Success Open Doors Academy,9,12,Po Box 368, ,Lyle,Washington,98635,Andrew  Kelly,andrew.kelly@lyleschools.org,509-365-2211," Public School, Re-Engagement School",R,High School,Public
-122.1197681,48.07432078,2223,5478,48.07432665,-122.1197828,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville Getchell High School,9,12,8301 84th St. NE, ,Marysville,Washington,98270,Richard   Zimmerman,richard_zimmerman@msd25.org,360.965.2305," Public School, Regular School",P,High School,Public
-121.6497079,45.75742323,2224,5480,45.757429,-121.649722,6801,Educational Service District 112,30031,Mill A School District,Pacific Crest Innovation Academy,9,12,1142 Jessup rd, ,cook,Washington,98605,Bob  Rogers,info@pacificcrestia.org,509-538-2700," Affiliated With District, Public School",P,High School,Public
-122.2489853,47.91275916,2225,5498,47.912765,-122.249,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Mukilteo Reengagement Academy Open Doors,9,12,9401 Sharon Drive, ,Everett,Washington,98204,Patrick B Hegarty,HegartyPB@mukilteo.wednet.edu,425-356-1293," Public School, Re-Engagement School",R,High School,Public
-122.2673548,47.89432232,2226,5482,47.89432816,-122.2673694,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Pathfinder Kindergarten Center,K,K,11401 Beverly Park Road,Building B,Everett,Washington,98204,Cheryl L Boze,BozeCL@mukilteo.wednet.edu,425.366.3800," Public School, Regular School",P,Elementary School,Public
-118.8529862,46.67413489,2227,5499,46.674141,-118.853,11801,Educational Service District 123,11051,North Franklin School District,CRCC-Open Doors,9,12,PO Box 829, ,Connell,Washington,99326, , , ," Public School, Re-Engagement School",R,High School,Public
-122.1816449,47.82545463,2228,5481,47.82546048,-122.1816596,17801,Puget Sound Educational Service District 121,17417,Northshore School District,North Creek High School,9,12,3613 191st PL SE, ,Bothell,Washington,98012,Eric Thomas McDowell,emcdowell@nsd.org,425-408-8805," Public School, Regular School",P,High School,Public
-122.6069851,48.50904417,2229,5501,48.50905,-122.607,OSPI,Office of Superintendent of Public Instruction,29801,Northwest Educational Service District 189,Open Doors - Youth Reengagement Program,9,12,1601 R Avenue, ,Anacortes,Washington,982212276,Jodie  DesBiens,jdesbiens@nwesd.org,360.299.4000," Public School, Re-Engagement School",R,High School,Public
-119.0988716,46.23982139,2230,5483,46.23982744,-119.0988854,11801,Educational Service District 123,11001,Pasco School District,Pasco Early Learning Center,PK,PK,1315 N 7th Ave, ,Pasco,Washington,99301,Kristi  Docken,kdocken@psd1.org,509-543-6700," Preschool, Public School",P,PK Only,Public
-122.1848986,47.54061598,2231,5484,47.54062181,-122.1849131,17801,Puget Sound Educational Service District 121,17403,Renton School District,Risdon Middle School,6,8,6928 116th Ave SE, ,Newcastle,Washington,98056,Craig  Cooper,craig.cooper@rentonschools.us,425-204-2349," Public School, Regular School",P,Middle School,Public
-122.2871967,47.72596519,2232,5487,47.72597102,-122.2872114,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Cedar Park Elementary School,PK,5,13224 37th Ave NE, ,Seattle,Washington,98125-4649,Doug  Ouellette,dcouellette@seattleschools.org,206.252.4305," Public School, Regular School",P,Elementary School,Public
-122.2825565,47.68555655,2233,5488,47.68556237,-122.2825711,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Decatur Elementary School,K,5,7711 43rd Ave NE, ,Seattle,Washington,98115,Lorien  Geoghagan,LEGEOGHAGAN@SEATTLESCHOOLS.ORG,206-252-3230," Public School, Regular School",P,Elementary School,Public
-122.3053273,47.62236661,2234,5485,47.62237243,-122.3053419,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Meany Middle School,6,8,301 21st Ave E, ,Seattle,Washington,98112-5318,Chanda  Oatis,ceoatis@seattleschools.org,206-471-2745," Public School, Regular School",P,Middle School,Public
-122.3410002,47.69502986,2235,5486,47.69503568,-122.3410149,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Robert Eagle Staff Middle School,6,8,1330 N 90th St, ,Seattle,Washington,98103-4016,Marni  Campbell,macampbell@seattleschools.org,206-252-1473," Public School, Regular School",P,Middle School,Public
-122.0513065,47.39823617,2236,5489,47.398242,-122.051321,17801,Puget Sound Educational Service District 121,17409,Tahoma School District,Cedar River Elementary,PK,5,22615 Sweeney Rd SE, ,Maple Valley,Washington,98038,Fritz  Gere,fgere@tahomasd.us,425.413.5401," Public School, Regular School",P,Elementary School,Public
-122.0144075,47.40756416,2237,5490,47.40757,-122.014422,17801,Puget Sound Educational Service District 121,17409,Tahoma School District,Tahoma Elementary,PK,5,24425 SE 216th ST, ,Maple Valley,Washington,98038,Jerry  Gaston,JGaston@TahomaSD.US,425.413.3601," Public School, Regular School",P,Elementary School,Public
-122.3099488,45.57681465,2238,5494,45.57682035,-122.3099629,6801,Educational Service District 112,6112,Washougal School District,Columbia River Gorge Elementary School,K,5,35300 SE Evergreen Hwy, ,Washougal,Washington,98671,Tracey  MacLachlan,tracey.maclachlan@washougalsd.org,360.954.3901," Public School, Regular School",P,Elementary School,Public
-120.6393019,46.57374608,2239,5504,46.573752,-120.639316,39801,Educational Service District 105,39208,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY K-6,K,6,9800 Zier Rd, ,Yakima,Washington,98908,ASHLEY  LIEBERKNECHT,lieberknechta@wvsd208.org,509.972.5907," Public School, Regular School",P,Elementary School,Public
-120.6393019,46.57374608,2240,5505,46.573752,-120.639316,39801,Educational Service District 105,39208,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 7-8,7,8,9800 Zier Rd, ,Yakima,Washington,98908,ASHLEY  LIEBERKNECHT,lieberknechta@wvsd208.org,509.972.5900," Public School, Regular School",P,Middle School,Public
-120.6393019,46.57374608,2241,5506,46.573752,-120.639316,39801,Educational Service District 105,39208,West Valley School District (Yakima),WEST VALLEY VIRTUAL ACADEMY 9-12,9,12,9800 Zier Rd, ,Yakima,Washington,98908,ASHLEY  LIEBERKNECHT,lieberknechta@wvsd208.org,509.972.5900," Public School, Regular School",P,High School,Public
-122.1815944,47.50797217,2242,5313,47.507978,-122.181609,17801,Puget Sound Educational Service District 121,17403,Renton School District,Meadow Crest Early Childhood Education Center,PK,PK,1800 Index Ave NE, ,Renton,Washington,98056-2314,Cindy  Farnsworth,cynthia.farnsworth@rentonschools.us,425.204.2200," Preschool, Public School",P,PK Only,Public
-122.4354335,47.10909922,2243,5372,47.109105,-122.435448,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Acceleration Academy,9,12,16218 Pacific Ave, ,Spanaway,Washington,98387,Gin  Hooks,ghooks@accelerationacademy.org,253.267.1045," Public School, Re-Engagement School",R,High School,Public
-122.4916995,47.16505123,2244,5386,47.165057,-122.491714,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Clover Park Early Learning Program,PK,PK,10202 Earley Ave SW, ,Lakewood,Washington,98499,Jennifer  White,jwhite@cloverpark.k12.wa.us,253-583-5360," Preschool, Public School",P,PK Only,Public
-122.5066197,47.1749372,2245,5387,47.17494298,-122.5066342,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Four Heroes Elementary,PK,5,9101 Lakewood Dr SW, ,Lakewood,Washington,98499,John  Mitchell,jmitchel@cloverpark.k12.wa.us,253-583-5340," Public School, Regular School",P,Elementary School,Public
-118.9706549,47.97196082,2246,2802,47.971967,-118.970669,4801,North Central Educational Service District 171,13301,Grand Coulee Dam School District,Lake Roosevelt Elementary,PK,6,503 Crest Dr, ,Coulee Dam,Washington,99116,LISA  LAKIN,llakin@gcdsd.org,509.633.0730," Public School, Regular School",P,Elementary School,Public
-120.0163137,47.84141364,2247,1940,47.84141971,-120.016328,4801,North Central Educational Service District 171,4129,Lake Chelan School District,Chelan School of Innovation,9,12,303 East Johnson Avenue, ,Chelan,Washington,98816-0000,Crosby  Carpenter,carpenterc@chelanschools.org,509.682.4061," Alternative School, Public School",A,High School,Public
-119.1697452,46.27927195,2248,5391,46.279278,-119.169759,11801,Educational Service District 123,11001,Pasco School District,Barbara McClintock STEM Elementary,PK,6,5706 Road 60, ,Pasco,Washington,99301,Jaime  Morales,jmorales@psd1.org,509.412.7808," Public School, Regular School",P,Elementary School,Public
-123.1060047,48.08282427,2249,1708,48.08283003,-123.1060195,18801,Olympic Educational Service District 114,5323,Sequim School District,Sequim Community School,PK,12,220 W Alder, ,Sequim,Washington,98382-3356,Randy  Hill,rhill@sequim.k12.wa.us,360.582.3400," Alternative School, Public School",A,PK-12,Public
-122.5176557,47.24109713,2250,3116,47.24110291,-122.5176703,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Wainwright,4,8,130 Alameda Ave, ,Tacoma,Washington,98466-0000,Donna  Basil,dbasil@tacoma.k12.wa.us,253.571.2152," Public School, Regular School",P,Elementary School,Public
-120.4801161,46.58925179,2251,5355,46.58925773,-120.4801302,39801,Educational Service District 105,39007,Yakima School District,Yakima Open Doors,9,12,1120 S 18th St,Portable A,Yakima,Washington,98901,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Public School, Re-Engagement School",R,High School,Public
-122.5607541,45.73035969,2252,5360,45.73036538,-122.5607684,6801,Educational Service District 112,6119,Battle Ground School District,Open Doors Battle Ground,9,12,PO Box 200, ,Battle Ground,Washington,98604,Tom  Adams,adams.tom@battlegroundps.org,360.885.5415," Public School, Re-Engagement School",R,High School,Public
-122.1786852,47.61070432,2253,5281,47.61071015,-122.1786998,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Central Educational Services,PK,13,P.O. Box 90010, ,Bellevue,Washington,98009-9010,Glenn  Hasslinger,hasslingerg@bsd405.org,425.456.4200," Affiliated With District, Public School",P,PK-12,Public
-122.1786852,47.61070432,2254,5325,47.61071015,-122.1786998,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Grad Alliance Program,10,12,12111 NE 1ST STREET, ,BELLEVUE,Washington,98005,Joseph  Kempisty,kempistyj@bsd405.org,425.456.4175," Public School, Re-Engagement School",R,High School,Public
-122.4868946,48.75927397,2255,5340,48.75927983,-122.4869095,29801,Northwest Educational Service District 189,37501,Bellingham School District,Bellingham Re-Engagement Program,9,12,1306 Dupont St, ,Bellingham,Washington,98225, , , ," Public School, Re-Engagement School",R,High School,Public
-122.7369537,48.99375628,2256,5465,48.99376213,-122.7369687,29801,Northwest Educational Service District 189,37503,Blaine School District,Blaine Re-Engagement,10,12,Blaine School District,1055 H Street,Blaine,Washington,98230,Scott  Ellis,Scott_Ellis@blainesd.org,360.332.6045," Contract School, Public School, Re-Engagement School",R,High School,Public
-122.6619166,47.56492832,2257,5395,47.5649341,-122.6619312,18801,Olympic Educational Service District 114,18100,Bremerton School District,Career & Academic Re-engagement Center,10,12,134 Marion Ave N, ,Bremerton,Washington,98312,Kristen  Morga,kristen.morga@bremertonschools.org,360.473.4700," Affiliated With District, Public School",P,High School,Public
-119.783343,48.0993732,2258,5272,48.09937931,-119.7833572,4801,North Central Educational Service District 171,24111,Brewster School District,Brewster Alternative School,9,12,P.O. Box 97, ,Brewster,Washington,98812,Linda  Dezellem,rphillips@brewster.wednet.edu,509-689-3449," Alternative School, Public School",A,High School,Public
-117.1938573,47.64898666,2259,5328,47.648993,-117.193871,32801,Educational Service District 101,32356,Central Valley School District,CVSD Open Doors Programs,10,13,19307 E Cataldo Ave, ,Spokane Valley,Washington,99016-9489,Kent  Martin,kentmartin@cvsd.org,509.558.5430," Public School, Re-Engagement School",R,High School,Public
-117.5756699,47.49806076,2260,5396,47.49806705,-117.5756836,32801,Educational Service District 101,32360,Cheney School District,Cheney Open Doors,7,12,460 N. 6th St., ,Cheney,Washington,99004,Troy  Heuett,theuett@cheneysd.org,509-559-4001," Public School, Re-Engagement School",R,Other,Public
-122.7778512,48.01191621,2261,5397,48.011922,-122.777866,18801,Olympic Educational Service District 114,16049,Chimacum School District,Open Doors Reengagement Program,9,12,PO Box 278, ,Chimacum,Washington,98325,Brian  MacKenzie,brian_mackenzie@csd49.org,360.302.5905," Public School, Re-Engagement School",R,High School,Public
-122.5202725,47.15777619,2262,5411,47.15778196,-122.520287,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,CPSD Open Doors Program,9,12,11023 Gravelly Lake Dr SW, ,Lakewood,Washington,98499,Venetia  Willis-Holbrook,vwillish@cloverpark.k12.wa.us,253.583.5525," Public School, Re-Engagement School",R,High School,Public
-122.5203597,47.15812049,2263,5297,47.15812626,-122.5203743,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Transition Day Students,5,12,10903 Gravelly Lake DR SW,C/O Ann Almlie,Lakewood,Washington,98499,Carolyn   Watkins,cwatkins@cloverpark.k12.wa.us,253.756.2522," Public School, Regular School",P,Other,Public
-122.2684366,46.87070324,2264,5332,46.87070902,-122.2684511,17801,Puget Sound Educational Service District 121,27404,Eatonville School District,New Beginnings,9,12,P.O. Box 698, ,Eatonville,Washington,98328, , , ," Public School, Re-Engagement School",R,High School,Public
-122.3261091,47.81356098,2265,1830,47.8135668,-122.3261237,29801,Northwest Educational Service District 189,31015,Edmonds School District,Contracted Schools,4,12,20420 68TH AVE W, ,LYNNWOOD,Washington,98036-7400,Jean  Mirabal,mirabalj@edmonds.wednet.edu,425.431.7186," Public School, Special Education School",S,Other,Public
-122.3269613,47.81614117,2266,5358,47.816147,-122.326976,29801,Northwest Educational Service District 189,31015,Edmonds School District,Edmonds Career Access Program,9,12,20420 68th Ave W, ,Lynnwood,Washington,98036,Mark  Madison,madisonm@edmonds.wednet.edu,425-431-7124," Public School, Re-Engagement School",R,High School,Public
-123.4093842,47.00261736,2267,5416,47.00262303,-123.4093988,34801,Capital Region ESD 113,14068,Elma School District,East Grays Harbor Open Doors,9,12,705 W Waldrip, ,Elma,Washington,98541,Julie  Crawford,jcrawford@eagles.edu,360.482.5086," Public School, Re-Engagement School",R,High School,Public
-122.2018424,47.96516117,2268,5330,47.96516702,-122.2018571,29801,Northwest Educational Service District 189,31002,Everett School District,Everett Reengagement Academy,9,12,PO Box 2098, ,Everett,Washington,98213-2999,Jeanne  Willard,jwillard@everettsd.org,425.385.4078," Public School, Re-Engagement School",R,High School,Public
-122.5329423,45.63994346,2269,5435,45.63994914,-122.5329565,6801,Educational Service District 112,6114,Evergreen School District (Clark),Open Doors Evergreen,9,12,2205 NE 138th Ave, ,Vancouver,Washington,98682,Stephen  Getsinger,Stephen.Getsinger@evergreenps.org,360.604.4095," Public School, Re-Engagement School",R,High School,Public
-122.3246364,47.30489796,2270,5255,47.30490376,-122.3246509,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Gateway to College,9,12,33330 8th Ave S, ,Federal Way,Washington,98003,Sammy  Anderson,samander@fwps.org,253.945.2000," Affiliated With District, Contract School, Public School",Z,High School,Public
-122.2990314,47.31929607,2271,5348,47.31930188,-122.2990459,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Open Doors Youth Reengagement (1418),9,12,31455 28th Ave S, ,Federal Way,Washington,98003,Ashley  Barker,abarker@fwps.org,253.945.4590," Public School, Re-Engagement School",R,High School,Public
-122.6006069,48.86005742,2272,5464,48.86006327,-122.6006218,29801,Northwest Educational Service District 189,37502,Ferndale School District,FERNDALE RE-ENGAGEMENT,9,12,6041 VISTA DRIVE, ,FERNDALE,Washington,98248,Scott  Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Re-Engagement School",R,High School,Public
-121.9633709,48.08497571,2273,5349,48.08498159,-121.9633856,29801,Northwest Educational Service District 189,31332,Granite Falls School District,Granite Falls Open Doors,9,12,205 N Alder Ave, ,Granite Falls,Washington,98252,Bridgette  McVay,bmcvay@gfalls.wednet.edu,360.691.4407," Public School, Re-Engagement School",R,High School,Public
-122.3426938,47.49593274,2274,5370,47.49593855,-122.3427084,17801,Puget Sound Educational Service District 121,17401,Highline School District,Highline Open Doors 1418,9,12,614 SW 120th Street, ,Burien,Washington,98146,Michael  Sita,michael.sita@highlineschools.org,206.631.7750," Public School, Re-Engagement School",R,High School,Public
-122.6567183,45.86473868,2275,5326,45.86474436,-122.6567326,6801,Educational Service District 112,6101,La Center School District,La Center Home School Academy,K,12,PO Box 1840, ,La Center,Washington,98629,Carol  Patton,carol.patton@lacenterschools.org,360.263.1700," Alternative School, Public School",A,K-12,Public
-122.1766597,48.05471952,2276,5404,48.05472538,-122.1766744,29801,Northwest Educational Service District 189,31306,Lakewood School District,Lakewood NWESD 189 Open Door Program,9,12,1605 7th St, ,Marysville,Washington,98270,Jodie  DesBiens,wthomas@nwesd.org,360 299-4066," Public School, Re-Engagement School",R,High School,Public
-117.3757011,47.77329124,2277,5401,47.77329757,-117.3757148,32801,Educational Service District 101,32354,Mead School District,Mead Open Doors,11,12,2323 E Farwell Rd, ,Mead,Washington,99021,Ken   Russell,ken.russell@mead354.org,509.465.6040," Contract School, Re-Engagement School",R,High School,Public
-117.3930551,47.75772822,2278,5268,47.75773455,-117.3930688,32801,Educational Service District 101,32354,Mead School District,Riverpoint Academy,9,12,11008 N. Newport Hwy, ,Spokane,Washington,99218,Moleena  Harris,moleena.harris@mead354.org,509.465.7900," Affiliated With District, Public School",P,High School,Public
-119.2733991,47.12938142,2279,5323,47.12938752,-119.2734131,4801,North Central Educational Service District 171,13161,Moses Lake School District,Skill Source Learning Center,9,13,309 E. 5th Ave., ,Moses Lake,Washington,98837,Yolanda  Rios,yolanda@skillsource.org,509.766.6300," Public School, Re-Engagement School",R,High School,Public
-117.04212,48.17739344,2280,5118,48.17739983,-117.0421337,32801,Educational Service District 101,26056,Newport School District,Pend Oreille River School,8,12,P. O. Box 70, ,Newport,Washington,99156,Troy  Whittle,whittletroy@newport.wednet.edu,509.447.2481 ext.3502," Alternative School, Public School",A,High School,Public
-122.18998,47.77701545,2281,5331,47.77702129,-122.1899946,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Northshore Online School,9,12,3330 Monte Villa Parkway, ,Bothell,Washington,98021-8972,Donna  Tyo,dtyo@nsd.org,425-408-6605," Public School, Re-Engagement School",R,High School,Public
-122.3589054,47.64626941,2282,1751,47.64627523,-122.35892,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Cascade Parent Partnership Program,K,12,2919 1st Avenue West, ,SEATTLE,Washington,98119,Owen  Gonder,oigonder@seattleschools.org,206.252.4720," Alternative School, Public School",A,K-12,Public
-122.2874915,47.55821497,2283,5405,47.55822079,-122.2875061,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Interagency Open Doors,9,12,3528 S. Ferdinand Street, ,Seattle,Washington,98118,Kaaren Linn Andrews,klandrews@seattleschools.org,206.743.3930," Public School, Re-Engagement School",R,High School,Public
-121.8285007,47.52869255,2284,5374,47.52869842,-121.8285152,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,SVSD OPEN DOORS,9,12,8001 SILVA AVE SE, ,SNOQUALMIE,Washington,98065,Deborah   O'Brien,deborah.obrien@graduationalliance.com,509.570.4619," Contract School, Re-Engagement School",R,High School,Public
-123.7916874,46.66204738,2285,5243,46.662053,-123.791702,34801,Capital Region ESD 113,25118,South Bend School District,Pacific Virtual Learning,K,12,PO Box 437, ,South Bend,Washington,98586,Jon  Tienhaara,jtienhaa@southbendschools.org,360.875.6041," Alternative School, Public School",A,K-12,Public
-117.4177324,47.67435566,2286,1533,47.67436197,-117.4177462,32801,Educational Service District 101,32081,Spokane School District,A-3 Multiagency Adolescent Prog,9,12,1807 N. Washington, ,Spokane,Washington,99205,David  Crump,DavidCr@spokaneschools.org,458-7458, Institution,I,High School,Public
-117.4544037,47.67685379,2287,1604,47.6768601,-117.4544175,32801,Educational Service District 101,32081,Spokane School District,Alternative Tamarack School,7,12,W 2901 Ft George Wright, ,Spokane,Washington,99224-5253,David  Crump,DavidCr@spokaneschools.org,509.326.8100, Institution,I,Other,Public
-117.4671403,47.72401252,2288,3819,47.72401884,-117.467154,32801,Educational Service District 101,32081,Spokane School District,Excelsior Youth Center School,7,12,3754 W Indian Trail Rd, ,Spokane,Washington,99208-4736,Carol  Stines,Carol.Stines@4eyc.org,509.328.7041, Institution,I,Other,Public
-117.3686927,47.69641334,2289,5250,47.69641967,-117.3687064,32801,Educational Service District 101,32081,Spokane School District,On Track Academy,7,12,2802 E. Rich, ,Spokane,Washington,99207,Lisa Jean Mattson,lisamat@spokaneschools.org,509.354.3863," Public School, Regular School",P,High School,Public
-117.4156216,47.65939184,2290,5344,47.65939815,-117.4156354,32801,Educational Service District 101,32081,Spokane School District,Open Doors Youth Re-Engagement Spokane,9,12,200 N. Bernard, ,Spokane,Washington,99201,Larry  Gardner,lgardner@esd101.net,509-477-2451," Public School, Re-Engagement School",R,High School,Public
-117.358649,47.67457196,2291,1698,47.67457829,-117.3586627,32801,Educational Service District 101,32081,Spokane School District,SCCP Images,12,12,1810 N Greene St, ,Spokane,Washington,99217-5399,David  Crump,DavidCr@spokaneschools.org,509.533.7326," Alternative School, Public School",A,High School,Public
-122.5231736,47.24537928,2292,5307,47.24538505,-122.5231881,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Fresh Start,9,12,601 S 8th Street, ,Tacoma,Washington,98405,Gregory  Eisnaugle,geisnau@tacoma.k12.wa.us,253.572.6661," Public School, Re-Engagement School",R,High School,Public
-117.2834648,47.68257109,2293,5356,47.68257742,-117.2834785,32801,Educational Service District 101,32363,West Valley School District (Spokane),re-engagement,9,12,2805 N Argonne, ,Spokane,Washington,99212,Jean C Marczynski,jean.marczynski@wvsd.org,509.924.2150," Public School, Re-Engagement School",R,High School,Public
-120.1533857,47.89159394,2294,5286,47.8916,-120.1534,4801,North Central Educational Service District 171,4019,Manson School District,Manson Middle School,6,8,1000 Totem Pole Rd, ,Manson,Washington,98831,Heather  Ireland,hireland@manson.org,509.687.9585," Public School, Regular School",P,Middle School,Public
-122.2987215,47.3193282,2295,5163,47.319334,-122.298736,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Career Academy at Truman High School,9,12,31455 28th Ave S, ,Federal Way,Washington,98003,Ashley  Barker,abarker@fwps.org,253.945.5800," Alternative School, Public School",A,High School,Public
-122.2987067,47.31932253,2296,1759,47.31932834,-122.2987212,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Internet Academy,PK,12,31455 28th Ave S, ,Federal Way,Washington,98003,Ashley  Barker,abarker@fwps.org,253.945.2230," Alternative School, Public School",A,PK-12,Public
-119.2514929,46.19579452,2297,4028,46.19580055,-119.2515067,11801,Educational Service District 123,3017,Kennewick School District,Desert Hills Middle School,6,8,6011 WEST 10TH PLACE, ,KENNEWICK,Washington,99338-1400,Steve  Jones,steve.jones@ksd.org,509.222.6493," Public School, Regular School",P,Middle School,Public
