ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory
06801,Educational Service District 112,06037,Vancouver School District,4406,Alki Middle School,6,8,1800 NW BLISS RD,,VANCOUVER,WASHINGTON,98685-1823,Darci R  Fronk,Darci.Fronk@vansd.org,360.313.3200," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06037,Vancouver School District,4410,Roosevelt Elementary School,K ,5,2921 FALK RD,,VANCOUVER,Washington,98661-5683,Megan  Vickery,megan.vickery@vansd.org,360.313.2600," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06037,Vancouver School District,4503,Discovery Middle School,6,8,800 E 40TH ST,,VANCOUVER,Washington,98663-1874,Mark A Cain,Mark.Cain@vansd.org,360.313.3300," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06037,Vancouver School District,4504,Skyview High School,9,12,1300 NW 139TH ST,,VANCOUVER,Washington,98685-1858,Andy  Meyer,Andy.Meyer@vansd.org,360.313.4200," Public School, Regular School",P,High School
06801,Educational Service District 112,06098,Hockinson School District,3319,Hockinson Middle School,6,8,15916 NE 182ND AVE,,BRUSH PRAIRIE,Washington,98606-0000,Brian  Lehner,brian.lehner@hocksd.org,360.448.6440," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06098,Hockinson School District,4568,Hockinson High School,9,12,16819 NE 159 ST,,BRUSH PRAIRIE,Washington,98606-0000,Andrew  Schoonover,andrew.schoonover@hocksd.org,360.448.6450," Public School, Regular School",P,High School
06801,Educational Service District 112,06101,La Center School District,2558,La Center Elementary,PK,5,PO Box 1810,,La Center,Washington,98629,Scott  Lincoln,scott.lincoln@lacenterschools.org,360.263.2134," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06101,La Center School District,3371,La Center Middle School,6,8,PO Box 1750,,La Center,Washington,98629-0000,Lauri  Landerholm,lauri.landerholm@lacenterschools.org,360.263.2136," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06101,La Center School District,4431,La Center High School,9,12,PO BOX 1780,,La Center,Washington,98629,Carol  Patton,carol.patton@lacenterschools.org,360.263.1700," Public School, Regular School",P,High School
06801,Educational Service District 112,06103,Green Mountain School District,2484,Green Mountain School,K ,8,13105 NE GRINNELL RD,,WOODLAND,Washington,98674-3808,tyson  Vogeler,tyson.vogeler@greenmountainschool.us,360.225.7366," Public School, Regular School",P,Other
06801,Educational Service District 112,06112,Washougal School District,2509,Hathaway Elementary,PK,5,630 24TH ST,,WASHOUGAL,Washington,98671-1652,Sarika  Mosley,sarika.mosley@washougalsd.org,360.954.3801," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06112,Washougal School District,2911,Gause Elementary,PK,5,1100 34th Street,,Washougal,Washington,98671-1907,Tami  Culp,tami.culp@washougalsd.org,360.954.3701," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06112,Washougal School District,3147,Washougal High School,9,12,1201 39TH ST,,WASHOUGAL,Washington,98671-9112,Sheree Ann Clark,sheree.clark@washougalsd.org,360.954.3100," Public School, Regular School",P,High School
06801,Educational Service District 112,06112,Washougal School District,3270,Cape Horn Skye Elementary,PK,5,9731 WASHOUGAL RIVER RD,,WASHOUGAL,Washington,98671-7832,Penny  Andrews,penny.andrews@washougalsd.org,360.954.3601," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06112,Washougal School District,4207,Jemtegaard Middle School,6,8,35300 SE EVERGREEN HWY,,WASHOUGAL,Washington,98671-6736,David  Cooke,david.cooke@washougalsd.org,360.954.3400," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06112,Washougal School District,4549,Canyon Creek Middle School,6,8,9731 WASHOUGAL RIVER RD,,WASHOUGAL,Washington,98671-7832,SANDI  CHRISTENSEN,sandi.christensen@washougalsd.org,360.954.3501," Public School, Regular School",P,Middle School
06801,Educational Service District 112,06114,Evergreen School District (Clark),1530,Early Childhood Center,PK,PK,13501 NE 28th Street,,Vancouver,Washington,98682,Janet  Locascio,Janet.Locascio@evergreenps.org,360.604.4013," Public School, Special Education School",S,PK Only
06801,Educational Service District 112,06114,Evergreen School District (Clark),1646,49th Street Academy,K ,12,14619B NE 49th Street,,Vancouver,Washington,98682-6308,Amber  Lindly,Amber.Lindly@evergreenps.org,360.604.6720," Public School, Special Education School",S,K-12
06801,Educational Service District 112,06114,Evergreen School District (Clark),2724,Evergreen High School,9,12,14300 NE 18th Street,,Vancouver,Washington,98684-7807,Danny  Orrantia,Danny.Orrantia@evergreenps.org,360.604.3700," Public School, Regular School",P,High School
06801,Educational Service District 112,06114,Evergreen School District (Clark),2829,Mill Plain Elementary School,PK,5,400 SE 164th Avenue,,Vancouver,Washington,98684-9611,Jennifer  Dowell,Jennifer.Dowell@evergreenps.org,360.604.6800," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06114,Evergreen School District (Clark),2912,Orchards Elementary School,PK,5,11405 NE 69th Street,,Vancouver,Washington,98662,Stuart  Anderson,Stuart.Anderson@evergreenps.org,360.604.6975," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06114,Evergreen School District (Clark),3148,Ellsworth Elementary School,PK,5,512 SE Ellsworth Avenue,,Vancouver,Washington,98664-5149,Alexander  Schiewe,Alexander.Schiewe@evergreenps.org,360.604.6950," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17403,Renton School District,5282,Talley High School,9,12,7800 S 132nd St,,Seattle,Washington,98178-4804,RONALD D MAHAN,ronald.mahan@rentonschools.us,425.204.2100," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17406,Tukwila School District,5284,Gateway,9,12,Highline Community College,2400 South 240th Street,Des Moines,Washington,98198,Kao  Saechao,ksaechao@highline.edu,206.878.3710," Alternative School, Contract School",A,High School
11801,Educational Service District 123,01147,Othello School District,5285,Wahitis Elementary School,K ,6,905 South 14th Avenue,,Othello,Washington,99344,Pete  Perez,pperez@othello.wednet.edu,509.488.2659," Public School, Regular School",P,Elementary School
04801,North Central Educational Service District 171,04019,Manson School District,5286,Manson Middle School,6,8,1000 Totem Pole Rd,,Manson,Washington,98831,Heather  Ireland,hireland@manson.org,509.687.9585," Public School, Regular School",P,Middle School
39801,Educational Service District 105,39120,Mabton School District,5289,Mabton Jr. Sr. High,7,12,PO Box 38,,Mabton,Washington,98935,Tyson  Sturza,sturzat@msd120.org,509.894.4951," Public School, Regular School",P,Other
OSPI,Office of Superintendent of Public Instruction,06801,Educational Service District 112,5290,Clark County Juvenile Detention School,3,12,PO Box 5000,,Vancouver,Washington,98660,Kevin  Johnson,kevin.johnson@esd112.org,360.750.7500 ext.105, Detention Center,J,Other
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5292,Cascadia Elementary,K ,5,1700 N 90th Street,,Seattle,Washington,98115,Anna E Birinyi,aebirinyi@seattleschools.org,206.252.9540," Public School, Regular School",P,Elementary School
32801,Educational Service District 101,01158,Lind School District,5293,Lind-Ritzville Middle School,6,8,PO Box 340,,Lind,Washington,99341,Darrell  Lembcke,dlembcke@lrschools.org,509.347.6733," Public School, Regular School",P,Middle School
32801,Educational Service District 101,32360,Cheney School District,5294,Phil Snowdon Elementary,PK,5,6323 S Holly Rd,,Cheney,Washington,99004,Shawna  Fraser,sfraser@cheneysd.org,509-559-4200," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,5296,Snoqualmie Parent Partnership Program,K ,10,400 E 3rd St,,North Bend,Washington,98045,Rhonda L Schmidt,schmidtr@svsd410.org,425.831.4000," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5297,Transition Day Students,5,12,10903 Gravelly Lake DR SW,C/O Ann Almlie,Lakewood,Washington,98499,Carolyn   Watkins,cwatkins@cloverpark.k12.wa.us,253.756.2522," Public School, Regular School",P,Other
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5298,Oakridge Group Home,9,12,8805 Steilacoom Blvd,,Lakewood,Washington,98498,Carolyn   Watkins,cwatkins@cloverpark.k12.wa.us,253.756.2522, Institution,I,High School
17801,Puget Sound Educational Service District 121,27404,Eatonville School District,5300,Mt. Rainier Parent Partnership,K ,8,P.O. Box 698,,Eatonville,Washington,98328,Linn  Ames,l.ames@eatonville.wednet.edu,360.879.1650," Alternative School, Public School",A,Other
32801,Educational Service District 101,32081,Spokane School District,5301,The Community School,9,12,1025 W Spofford Ave,,Spokane,Washington,99205,Cindy   McMahon,CindyMc@spokaneschools.org,509.354.6404," Public School, Regular School",P,High School
OSPI,Office of Superintendent of Public Instruction,34979,Washington Military Department,5302,Washington Youth Academy,9,12,1207 Carver St,,Bremerton,Washington,98312,  ,,, Institution,I,High School
32801,Educational Service District 101,01160,Ritzville School District,5303,Lind Ritzville Middle School,6,8,PO Box 340,,LInd,Washington,99341,  ,,," Affiliated With District, Public School",P,Middle School
OSPI,Office of Superintendent of Public Instruction,34801,Capital Region ESD 113,5305,GRAVITY High School,11,13,6005 Tyee Dr. SW,,Tumwater,Washington,98512,Gerald  Grubbs,ggrubbs@esd113.org,360.927.6232," Public School, Re-Engagement School",R,High School
OSPI,Office of Superintendent of Public Instruction,17937,Lake Washington Institute of Technology,5306,Open Doors at LWIT,11,12,11605 132nd Ave NE,,Kirkland,Washington,98034,Kim  Infinger,kim.infinger@lwtech.edu,425.739.8274," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,27010,Tacoma School District,5307,Fresh Start,9,12,601 S 8th Street,,Tacoma,Washington,98405,Gregory  Eisnaugle,geisnau@tacoma.k12.wa.us,253.572.6661," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,5308,Jing Mei Elementary School,PK,5,12635 SE 56th Street,,Bellevue,Washington,98006,Tina   Bogucharova,bogucharovat@bsd405.org,425.456.6900," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,06117,Camas School District,5309,Woodburn Elementary,PK,5,2400 NE Woodburn Dr,,Camas,Washington,98607,Brian  Graham,brian.graham@camas.wednet.edu,360.833.5860," Affiliated With District, Public School",P,Elementary School
06801,Educational Service District 112,06114,Evergreen School District (Clark),5310,Henrietta Lacks Health and Bioscience High School,9,12,9105 NE 9th Street,,Vancouver,Washington,98664,Julie  Tumelty,Julie.Tumelty@evergreenps.org,360.604.6340," Affiliated With District, Public School",P,High School
06801,Educational Service District 112,06098,Hockinson School District,5311,Hockinson Heights Elementary School,K ,5,20000 NE 164th St,,Brush Prairie,Washington,98606,Joshua  Robertson,joshua.robertson@hocksd.org,360.448.6430," Public School, Regular School",P,Elementary School
06801,Educational Service District 112,08122,Longview School District,5312,Discovery High School,9,12,2742 Harding Blvd,,Longview,Washington,98632,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17403,Renton School District,5313,Meadow Crest Early Childhood Education Center,PK,PK,1800 Index Ave NE,,Renton,Washington,98056-2314,Cindy  Farnsworth,cynthia.farnsworth@rentonschools.us,425.204.2200," Preschool, Public School",P,PK Only
17801,Puget Sound Educational Service District 121,17406,Tukwila School District,5315,Youthsource,9,12,Tukwila School District,4640 S 144th ST,Tukwila,Washington,98168,Forrest   Griek,michael.davie@kingcounty.gov,206.901.7905," Public School, Re-Engagement School",R,High School
04801,North Central Educational Service District 171,04246,Wenatchee School District,5316,Open Doors  Re-Engagement Wenatchee,9,12,PO Box 2360,,Wenatchee,Washington,98807,Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947," Public School, Re-Engagement School",R,High School
34801,Capital Region ESD 113,21302,Chehalis School District,5317,Lewis County Jail,9,12,345 NW North Street ,,Chehalis,Washington,98532,Tim   Touhey,ttouhey@chehalisschools.org,360.740.3521, Institution,I,High School
OSPI,Office of Superintendent of Public Instruction,18902,Suquamish Tribal Education Department,5319,Chief Kitsap Academy,K ,12,15838 Sandy Hook Rd,,Poulsbo,Washington,98370,Fabian  Castilleja,fcastilleja@Suquamish.nsn.us,360-394-8597," Public School, Regular School",Q,K-12
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,5321,Puyallup Open Doors/POD,9,12,716 South Hill Park Drive,Suite B,Puyalllup,Washington,98373,Adriana  Julian,JuliaAC@puyallup.k12.wa.us,253.841.8630," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,5322,Puyallup Parent Partnership Program,K ,8,716 South Hill Park Drive,Suite B,Puyallup,Washington,98373,Adriana  Julian,JuliaAC@puyallup.k12.wa.us,253.841.8630," Alternative School, Public School",A,Other
04801,North Central Educational Service District 171,13161,Moses Lake School District,5323,Skill Source Learning Center,9,13,309 E. 5th Ave. ,,Moses Lake ,Washington,98837,Yolanda  Rios,yolanda@skillsource.org,509.766.6300," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,5325,Grad Alliance Program,10,12,12111 NE 1ST STREET,,BELLEVUE,Washington,98005,Joseph  Kempisty,kempistyj@bsd405.org,425.456.4175," Public School, Re-Engagement School",R,High School
06801,Educational Service District 112,06101,La Center School District,5326,La Center Home School Academy,K ,12,PO Box 1840,,La Center,Washington,98629,Carol  Patton,carol.patton@lacenterschools.org,360.263.1700," Alternative School, Public School",A,K-12
32801,Educational Service District 101,32356,Central Valley School District,5328,CVSD Open Doors Programs,10,13,19307 E Cataldo Ave,,Spokane Valley,Washington,99016-9489,Kent  Martin,kentmartin@cvsd.org,509.558.5430," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31311,Sultan School District,5329,Open Doors Youth Reengagement Sultan,9,12,13715 310th Ave SE,,Sultan,Washington,98296,Sarita  Whitmire,sarita.whitmire@sultan.k12.wa.us,360.793.9810," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31002,Everett School District,5330,Everett Reengagement Academy,9,12,PO Box 2098,,Everett,Washington,98213-2999,Jeanne  Willard,jwillard@everettsd.org,425.385.4078," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,5331,Northshore Online School,9,12,3330 Monte Villa Parkway,,Bothell,Washington,98021-8972,Donna  Tyo,dtyo@nsd.org,425-408-6605," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,27404,Eatonville School District,5332,New Beginnings,9,12,P.O. Box 698,,Eatonville,Washington,98328,  ,,," Public School, Re-Engagement School",R,High School
39801,Educational Service District 105,39119,Selah School District,5334,SELAH ACADEMY REENGAGEMENT PROGRAM ,9,12,308 W Naches Ave,,Selah,Washington,98942,Joe  Coscarart,joecoscarart@selahschools.org,509.698.8453," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17403,Renton School District,5335,Open Door Youth Reengagement Renton,11,12,2607 Jones Ave S,,Renton,Washington,98055,Vickie  Damon,vickie.damon@rentonschools.us,425.204.2462," Public School, Re-Engagement School",R,High School
04801,North Central Educational Service District 171,13301,Grand Coulee Dam School District,5336,Lake Roosevelt Alternative School,9,12,505 Crest Dr,,Coulee Dam,Washington,99116,Mark  Herndon,mherndon@gcdsd.org,509.633.2143," Alternative School, Public School",A,High School
11801,Educational Service District 123,36140,Walla Walla Public Schools,5337,SE AREA TECHNICAL SKILLS CENTER,11,12,525 CAMPUS LOOP DR,,WALLA WALLA,Washington,99362,Jerry  Maher,jmaher@wwps.org,509.526.2001," Public School, Vocational/technical school",V,High School
17801,Puget Sound Educational Service District 121,27416,White River School District,5338,White River Reengagement Program,9,12,PO Box 2050,,Buckley,Washington,98321,Michael  Hagadone,mhagadone@whiteriver.wednet.edu,360.829.3817," Public School, Re-Engagement School",R,High School
32911,Spokane Public Schools Charter Authorizer,32907,PRIDE Prep Charter School District,5339,PRIDE Prep School ,6,12,811 E. Sprague,Suite A,Spokane,Washington,99202,Brenda R McDonald,bmcdonald@prideprepschool.org,509.994.6234,"Charter,  Public School, Regular School",P,Other
29801,Northwest Educational Service District 189,37501,Bellingham School District,5340,Bellingham Re-Engagement Program,9,12,1306 Dupont St,,Bellingham,Washington,98225,  ,,," Public School, Re-Engagement School",R,High School
06801,Educational Service District 112,06037,Vancouver School District,5342,Open Doors Vancouver,9,12,PO BOX 8937,,VANCOUVER,Washington,98668-8937,Deanna Lynn Hogan,Deanna.Hogan@vansd.org,360.313.4990," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,15201,Oak Harbor School District,5343,iGrad Academy,9,12,#1 Wildcat Way,,Oak Harbor,Washington,98277,Ray  Cone,rcone@ohsd.net,360.279.5801," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32081,Spokane School District,5344,Open Doors Youth Re-Engagement Spokane,9,12,200 N. Bernard,,Spokane,Washington,99201,Larry  Gardner,lgardner@esd101.net,509-477-2451," Public School, Re-Engagement School",R,High School
11801,Educational Service District 123,11001,Pasco School District,5345,Rosalind Franklin STEM Elementary,PK,6,6010 Road 52,,Pasco,Washington,99301,Deidre  Holmberg,dholmberg@psd1.org,509.416.7114," Public School, Regular School",P,Elementary School
32801,Educational Service District 101,32361,East Valley School District (Spokane),5346,East Valley Middle School,7,8,4920 N Progress Rd,,Spokane Valley,Washington,99216,Mathew  Orndorff,orndorffm@evsd.org,509.924.9383," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,5348,Open Doors Youth Reengagement (1418),9,12,31455 28th Ave S,,Federal Way,Washington,98003,Caitlin  Boline,cboline@fwps.org,253.945.4590," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31332,Granite Falls School District,5349,Granite Falls Open Doors,9,12,205 N Alder Ave,,Granite Falls,Washington,98252,Bridgette  McVay,bmcvay@gfalls.wednet.edu,360.691.4407," Public School, Re-Engagement School",R,High School
29801,Northwest Educational Service District 189,31025,Marysville School District,5350,Quil Ceda Tulalip Elementary,K ,5,2415 74th St NE,,Tulalip,Washington,98271,Joan  Robertson-Landi,joan_robertson-landi@msd25.org,360.965.3100," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,5351,Jane Addams Middle School,6,8,11051 34th Ave. NE,,Seattle,Washington,98125,Paula Ann Montgomery,plmontgomery@seattleschools.org,206.252.4515," Public School, Regular School",P,Middle School
39801,Educational Service District 105,39201,Sunnyside School District,5352,SHS Graduation Alliance,9,12,1801 E Edison Ave,,Sunnyside,Washington,98944,David  Martinez,david.martinez@sunnysideschools.org,509.837.2601," Contract School, Public School, Re-Engagement School",R,High School
04801,North Central Educational Service District 171,13161,Moses Lake School District,5354,Endeavor Middle School ,6,8,6527 Patton Blvd,,Moses Lake ,Washington,98837,Abram  Ramirez Jr. ,aramirez@mlsd161.org,509.766.2667," Public School, Regular School",P,Middle School
39801,Educational Service District 105,39007,Yakima School District,5355,Yakima Open Doors,9,12,1120 S 18th St,Portable A,Yakima,Washington,98901,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32363,West Valley School District (Spokane),5356,re-engagement ,9,12,2805 N Argonne,,Spokane,Washington,99212,Jean C Marczynski,jean.marczynski@wvsd.org,509.924.2150," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,33070,Valley School District,5357,Valley Early Learning Center,PK,PK,3030 Huffman Road,,Valley,Washington,99181,Candace  Harris,candace.harris@valleysd.org,509-937-2638," Preschool, Public School",P,PK Only
29801,Northwest Educational Service District 189,31015,Edmonds School District,5358,Edmonds Career Access Program,9,12,20420 68th Ave W,,Lynnwood,Washington,98036,Mark  Madison,madisonm@edmonds.wednet.edu,425-431-7124," Public School, Re-Engagement School",R,High School
34801,Capital Region ESD 113,21401,Centralia School District,5359,Futurus High School,9,12,906 Johnson Road,,Centralia,Washington,98531,James RM Bowers,jbowers@centralia.wednet.edu,360-827-6430," Alternative School, Public School",A,High School
06801,Educational Service District 112,06119,Battle Ground School District,5360,Open Doors Battle Ground,9,12,PO Box 200,,Battle Ground,Washington,98604,Beth  Beattie,beattie.beth@battlegroundps.org,360.885.5407," Public School, Re-Engagement School",R,High School
32801,Educational Service District 101,32081,Spokane School District,5361,Spokane Public Montessori,PK,8,1300 West Knox Ave.,,Spokane,Washington,99205,Shannon  Lawson,ShannonLa@SpokaneSchools.org,509-354-6409," Public School, Regular School",P,Other
11801,Educational Service District 123,36250,College Place School District,5362,College Place High School,9,12,1755 S. College Avenue,,College Place,Washington,99362,Robert A Aguilar,raguilar@cpps.org,509.522.3312," Public School, Regular School",P,High School
18801,Olympic Educational Service District 114,05402,Quillayute Valley School District,5363,Forks Intermediate School,4,6,121 S Spartan Ave,,Forks,Washington,98331,Elena  Velasquez,elena.velasquez@qvschools.org,360.374.6262," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5364,Meriwether Elementary School,PK,5,10285 Compass Ave,,JBLM Lewis North,Washington,98433,Leila  Davis,lsdavis@cloverpark.k12.wa.us,253.583.5200," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5365,Rainier Elementary School,PK,5,2410 Stryker Avenue,,JBLM Lewis Main,Washington,98433,Kylie  Danielson,kdaniels@cloverpark.k12.wa.us,253.583.5220," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,37501,Bellingham School District,5366,Bellingham Family Partnership Program,K ,12,1409 18th St,,Bellingham,Washington,98225-7201,Katherine  Baehr,kate.baehr@bellinghamschools.org,360.676.6424," Alternative School, Public School",A,K-12
11801,Educational Service District 123,01147,Othello School District,5367,Desert Oasis High School,9,12,825 E. Ash St.,,Othello,Washington,99344,Russell  Kovalenko,rkovalenko@othello.wednet.edu,509-488-4534," Alternative School, Public School",A,High School
06801,Educational Service District 112,20405,White Salmon Valley School District,5368,Wallace & Priscilla Stevenson Intermediate School,4,6,PO Box 2550,,White Salmon,Washington,98672,Columba  Jones,columba.jones@whitesalmonschools.org,509.493.4028," Public School, Regular School",P,Elementary School
34801,Capital Region ESD 113,21302,Chehalis School District,5369,Lewis County Alternative School,6,12,1265 SW Pacific Ave,,Chehalis,Washington,98532,Tim  Touhey,ttouhey@chehalisschools.org,360.740.3521," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17401,Highline School District,5370,Highline Open Doors 1418,9,12,614 SW 120th Street,,Burien,Washington,98146,Michael  Sita,michael.sita@highlineschools.org,206.631.7750," Public School, Re-Engagement School",R,High School
17801,Puget Sound Educational Service District 121,17401,Highline School District,5371,Highline Home School Center,K ,12,18367 8th Avenue South,,Burien,Washington,98148,Michael  Sita,michael.sita@highlineschools.org,206.631.7665," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,27403,Bethel School District,5372,Acceleration Academy,9,12,16218 Pacific Ave,,Spanaway,Washington,98387,Gin  Hooks,ghooks@accelerationacademy.org,253.267.1045," Public School, Re-Engagement School",R,High School
OSPI,Office of Superintendent of Public Instruction,37903,Lummi Tribal Agency,5373,Lummi Nation School,K ,12,2334 Lummi View Drive,,Bellingham,Washington,98226,  ,,," Affiliated With District, Tribal School",Q,K-12
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,5374,SVSD OPEN DOORS,9,12,8001 SILVA AVE SE,,SNOQUALMIE,Washington,98065,Deborah   O'Brien,deborah.obrien@graduationalliance.com,509.570.4619," Contract School, Re-Engagement School",R,High School
34950,Washington State Charter School Commission,17902,Summit Public School: Sierra,5375,Summit Public School: Sierra,9,12,210 S Hudson St,,Seattle,Washington,98134,Malia  Burns,mburns@summitps.org,206.999.9196,"Charter,  Public School, Regular School",P,High School
34950,Washington State Charter School Commission,27905,Summit Public School: Olympus,5376,Summit Public School: Olympus,9,12,210 S. Hudson St,,Seattle,Washington,98134,Greg  Ponikvar,gponikvar@summitps.org,253.271.9146,"Charter,  Public School, Regular School",P,High School
34950,Washington State Charter School Commission,17908,Rainier Prep Charter School District,5380,Rainier Prep,5,8,10211 12th Ave S,,Seattle,Washington,98168,Maggie  O'Sullivan,mainoffice@rainierprep.org,206.725.1174,"Charter,  Public School, Regular School",P,Middle School
32911,Spokane Public Schools Charter Authorizer,32901,Spokane International Academy,5381,Spokane International Academy,K ,8,2706 E Queen,,Spokane,Washington,99217,Travis  Franklin,mainoffice@spokaneintlacademy.org,509-882-3855,"Charter,  Public School, Regular School",P,Elementary School
39801,Educational Service District 105,39119,Selah School District,5383,John Campbell Primary School,K ,2,408 North First Street,,Selah,Washington,98942,Rob  Darling,robdarling@selahschools.org,509.698.8102," Public School, Regular School",P,Elementary School
39801,Educational Service District 105,39119,Selah School District,5384,Selah Intermediate School,3,5,1401 West Fremont,,Selah,Washington,98942,Ryan   Ranger,RyanRanger@selahschools.org,509.698.8306," Public School, Regular School",P,Elementary School
39801,Educational Service District 105,39119,Selah School District,5385,Selah Middle School,6,8,411 North First Street,,Selah,Washington,98942,Marc  Gallaway,marcgallaway@selahschools.org,509.698.8402," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5386,Clover Park Early Learning Program,PK,PK,10202 Earley Ave SW,,Lakewood,Washington,98499,Jennifer  White,jwhite@cloverpark.k12.wa.us,253-583-5360," Preschool, Public School",P,PK Only
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,5387,Four Heroes Elementary,PK,5,9101 Lakewood Dr SW,,Lakewood,Washington,98499,John  Mitchell,jmitchel@cloverpark.k12.wa.us,253-583-5340," Public School, Regular School",P,Elementary School
39801,Educational Service District 105,13160,Royal School District,5388,Royal Intermediate School,4,6,PO Box 486,,Royal City,Washington,99357-0486,Linda  Achondo,lachondo@royalsd.org,509.346.2226," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27001,Steilacoom Hist. School District,5389,Birth to Three,PK,PK,511 Chambers Street,,Steilacoom,Washington,98388,Gudrun   Sullivan,gusullivan@steilacoom.k12.wa.us,253.983.2238," Public School, Special Education School",S,PK Only
17801,Puget Sound Educational Service District 121,27416,White River School District,5390,White River Homeschool,K ,12,PO Box 2050,,Buckley,Washington,98321,Mike  Hagadone,mhagadone@whiteriver.wednet.edu,360.829.0600," Not Affiliated With District, Public School",P,K-12
11801,Educational Service District 123,11001,Pasco School District,5391,Barbara McClintock STEM Elementary,PK,6,5706 Road 60,,Pasco,Washington,99301,Jaime  Morales,jmorales@psd1.org,509.412.7808," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,11001,Pasco School District,5392,Captain Gray STEM Elementary,PK,6,1102 N 10th Ave,,Pasco,Washington,99301,Armando  Castrellon,acastrellon@psd1.org,509.547.2474," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,11001,Pasco School District,5393,Internet Pasco Academy of Learning,K ,8,2803 N Road 88,,Pasco,Washington,99301,Deb  Thurston,dthurston@psd1.org,509-543-6765," Alternative School, Public School",A,Other
11801,Educational Service District 123,11001,Pasco School District,5394,Marie Curie STEM Elementary,3,6,715 N California,,Pasco,Washington,99301,Valerie  Aragon,varagon@psd1.org,509.416.7810," Public School, Regular School",P,Elementary School
18801,Olympic Educational Service District 114,18100,Bremerton School District,5395,Career & Academic Re-engagement Center,10,12,134 Marion Ave N,,Bremerton,Washington,98312,Kristen  Morga,kristen.morga@bremertonschools.org,360.473.4700," Affiliated With District, Public School",P,High School
32801,Educational Service District 101,32360,Cheney School District,5396,Cheney Open Doors,7,12,460 N. 6th St.,,Cheney,Washington,99004,Troy  Heuett,theuett@cheneysd.org,509-559-4001," Public School, Re-Engagement School",R,Other
