X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-122.6739433,45.76595607,24573,5.30735E+11,SOUTH RIDGE ELEMENTARY,502 NW 199TH STREET,RIDGEFIELD,WA,98642,5601,(360) 619-1500,1,1,626,CLARK,53011,USA,45.76595607,-122.6739433,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530735001106,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2016-10-27T00:00:00.000Z,www.ridgefieldsd.org,1,599,PK,6,5307350,27,NOT AVAILABLE
-122.2278793,47.2077696,24667,5.30861E+11,DAFFODIL VALLEY ELEMENTARY,1509 VALLEY AVENUE,SUMNER,WA,98390,NOT AVAILABLE,(253) 891-4600,1,1,572,PIERCE,53053,USA,47.2077696,-122.2278793,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530861002744,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,www.sumnersd.org,1,540,PK,5,5308610,32,NOT AVAILABLE
-122.2514916,47.38014329,24706,5.30396E+11,KENT ELEMENTARY SCHOOL,24700 64TH AVE S,KENT,WA,98032,6169,(253) 373-7497,1,1,750,KING,53033,USA,47.38014329,-122.2514916,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396000619,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,704,PK,6,5303960,46,NOT AVAILABLE
-122.3464068,47.50224823,24707,5.30354E+11,CASCADE MIDDLE SCHOOL,11212 10TH AVE SW,SEATTLE,WA,98146,2297,(206) 631-5500,1,1,610,KING,53033,USA,47.50224823,-122.3464068,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530354000522,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,2,570,7,8,5303540,40,NOT AVAILABLE
-122.3032721,47.0995701,24748,5.30696E+11,BROUILLET ELEMENTARY,17207 94TH AVE E,PUYALLUP,WA,98375,9667,(253) 841-8670,1,1,755,PIERCE,53053,USA,47.0995701,-122.3032721,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530696002340,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2019-01-09T00:00:00.000Z,NOT AVAILABLE,1,720,PK,6,5306960,35,10798186
-119.3684003,46.30676083,24812,5.30732E+11,TAPTEAL ELEMENTARY SCHOOL,705 N 62ND AVE,WEST RICHLAND,WA,99353,NOT AVAILABLE,(509) 967-6350,1,1,599,BENTON,53005,USA,46.30676083,-119.3684003,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530732001103,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,573,PK,5,5307320,26,NOT AVAILABLE
-118.1212651,46.51721886,24840,5.3084E+11,STARBUCK SCHOOL,717 TUCANNON ST,STARBUCK,WA,99359,188,(509) 399-2381,1,1,30,COLUMBIA,53013,USA,46.51721886,-118.1212651,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530840001427,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,28,KG,8,5308400,2,NOT AVAILABLE
-122.1849673,47.54079793,24852,5.30723E+11,HAZELWOOD ELEMENTARY SCHOOL,7100 116TH AVE SE,NEWCASTLE,WA,98056,1133,(425) 204-4550,1,1,662,KING,53033,USA,47.54079793,-122.1849673,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530723001071,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,http://www.rentonschools.us/hazelwood,1,630,KG,5,5307230,32,NOT AVAILABLE
-123.4096331,47.00299859,24879,5.30249E+11,EAST GRAYS HARBOR HIGH SCHOOL,705 WEST WALDRIP,ELMA,WA,98541,NOT AVAILABLE,(360) 482-5086,4,1,38,GRAYS HARBOR,53027,USA,47.00299859,-123.4096331,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530249001298,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,3,35,9,12,5302490,3,NOT AVAILABLE
-122.4950747,47.23994471,24945,5.3087E+11,FOSS,2112 S TYLER ST,TACOMA,WA,98405,NOT AVAILABLE,(253) 571-7300,1,1,955,PIERCE,53053,USA,47.23994471,-122.4950747,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530870001466,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,3,911,9,12,5308700,44,NOT AVAILABLE
-122.3023926,47.93329741,24946,5.30543E+11,MUKILTEO ELEMENTARY,2600 MUKILTEO SPEEDWAY,MUKILTEO,WA,98275,NOT AVAILABLE,(425) 366-3100,1,1,682,SNOHOMISH,53061,USA,47.93329741,-122.3023926,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530543001852,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,1,650,KG,5,5305430,32,NOT AVAILABLE
-122.1933987,47.39499253,25012,5.30396E+11,PARK ORCHARD ELEMENTARY SCHOOL,11010 SE 232ND ST,KENT,WA,98031,3457,(253) 373-7473,1,1,582,KING,53033,USA,47.39499253,-122.1933987,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396000629,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,1,547,PK,6,5303960,35,NOT AVAILABLE
-122.1949094,48.06191239,25013,5.30486E+11,HERITAGE SCHOOL,7204 27TH AVE NE,MARYSVILLE,WA,98271,NOT AVAILABLE,(360) 965-2802,1,1,84,SNOHOMISH,53061,USA,48.06191239,-122.1949094,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530486002476,2010-01-29T00:00:00.000Z,GEOCODE,2010-08-13T00:00:00.000Z,msvl.k12.wa.us,3,77,9,12,5304860,7,NOT AVAILABLE
-122.4527254,47.42751784,25365,5.3093E+11,CHAUTAUQUA ELEMENTARY,9309 SW CEMETERY RD,VASHON,WA,98070,NOT AVAILABLE,(206) 463-2882,1,1,589,KING,53033,USA,47.42751784,-122.4527254,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530930001394,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,4,560,PK,12,5309300,29,10812278
-122.335765,48.41827337,25530,5.30001E+11,SKAGIT COUNTY DETENTION CENTER,605 3RD ST,MOUNT VERNON,WA,98273,3867,(360) 336-9360,1,1,2,SKAGIT,53057,USA,48.41827337,-122.335765,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530000802921,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,3,2,8,12,5300008,-1,NOT AVAILABLE
-122.2226016,47.55359941,22933,5.30498E+11,ISLAND PARK ELEMENTARY,5437 ISLAND CREST WAY,MERCER ISLAND,WA,98040,4647,(206) 236-3410,1,1,585,KING,53033,USA,47.55359941,-122.2226016,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530498000758,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,556,KG,5,5304980,29,NOT AVAILABLE
-122.3211214,47.69816068,22983,5.30771E+11,OLYMPIC VIEW ELEMENTARY SCHOOL,504 NE 95 ST,SEATTLE,WA,98115,2128,(206) 252-5500,1,1,480,KING,53033,USA,47.69816068,-122.3211214,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530771001229,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-16T00:00:00.000Z,NOT AVAILABLE,1,455,KG,5,5307710,25,NOT AVAILABLE
-122.1715983,47.37843095,23098,5.30396E+11,MARTIN SORTUN ELEMENTARY SCHOOL,12711 SE 248TH ST,KENT,WA,98030,5002,(253) 373-7314,1,1,708,KING,53033,USA,47.37843095,-122.1715983,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530396002112,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,NOT AVAILABLE,1,677,PK,6,5303960,31,NOT AVAILABLE
-122.4803201,48.75896993,23227,5.30042E+11,WHATCOM MIDDLE SCHOOL,810 HALLECK ST,BELLINGHAM,WA,98225,3243,(360) 676-6460,1,1,655,WHATCOM,53073,USA,48.75896993,-122.4803201,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530042000117,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,2,623,6,8,5300420,32,NOT AVAILABLE
-120.3099,47.40701,23301,5.30966E+11,ABRAHAM LINCOLN ELEMENTARY,1224 METHOW ST.,WENATCHEE,WA,98801,NOT AVAILABLE,(509) 663-5710,1,1,556,CHELAN,53007,USA,47.40701,-120.3099,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530966001632,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,522,KG,5,5309660,34,NOT AVAILABLE
-122.163253,47.72683835,23345,5.30423E+11,MUIR ELEMENTARY,14012 132ND AVE NE,KIRKLAND,WA,98034,1511,(425) 936-2640,1,1,434,KING,53033,USA,47.72683835,-122.163253,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423000668,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,http://schools.lwsd.org/Muir,1,410,PK,5,5304230,24,NOT AVAILABLE
-117.1441791,47.66770397,23346,5.30111E+11,SCHOOL TO LIFE,19307 E CATALDO,SPOKANE VALLEY,WA,99016,NOT AVAILABLE,(509) 228-5502,2,1,39,SPOKANE,53063,USA,47.66770397,-117.1441791,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111003012,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,3,39,12,12,5301110,-1,NOT AVAILABLE
-122.2082332,47.76261059,23483,5.30591E+11,NORTHSHORE NETWORKS,3330 MONTE VILLA PARKWAY,BOTHELL,WA,98021,8972,(425) 408-4175,4,1,164,KING,53033,USA,47.76261059,-122.2082332,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530591002730,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2017-10-31T00:00:00.000Z,www.nsd.org/networks,4,157,KG,12,5305910,7,NOT AVAILABLE
-122.34261,47.49593,23628,5.30354E+11,GATEWAY TO COLLEGE,614 SW 120TH STREET,BURIEN,WA,98146,NOT AVAILABLE,(206) 631-7774,4,1,0,KING,53033,USA,47.49593,-122.34261,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530354003373,2014-02-04T00:00:00.000Z,IMAGERY,2014-05-12T00:00:00.000Z,NOT AVAILABLE,3,0,10,13,5303540,-1,NOT AVAILABLE
-122.350824,47.50640176,23702,5.30354E+11,MOUNT VIEW ELEMENTARY,10811 12TH AVE SW,SEATTLE,WA,98146,2125,(206) 631-4500,1,1,698,KING,53033,USA,47.50640176,-122.350824,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530354000539,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,1,658,PK,6,5303540,40,NOT AVAILABLE
-120.4917046,46.59794592,23714,5.31011E+11,WASHINGTON MIDDLE SCHOOL,510 S 9TH ST,YAKIMA,WA,98901,4617,(509) 573-2301,1,1,806,YAKIMA,53077,USA,46.59794592,-120.4917046,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=531011001708,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,2,762,6,8,5310110,44,10784143
-122.1878637,47.43483943,23769,5.30723E+11,BENSON HILL ELEMENTARY SCHOOL,18665 116TH AVE SE,RENTON,WA,98058,7198,(425) 204-3300,1,1,585,KING,53033,USA,47.43483943,-122.1878637,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530723001064,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,http://www.rentonschools.us/bensonhill,1,554,KG,5,5307230,31,NOT AVAILABLE
-117.8771388,47.66703452,23770,5.30721E+11,REARDAN ELEMENTARY SCHOOL,250 S ASPEN,REARDAN,WA,99029,NOT AVAILABLE,(509) 796-2511,1,1,297,LINCOLN,53043,USA,47.66703452,-117.8771388,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530721001062,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2013-02-27T00:00:00.000Z,NOT AVAILABLE,1,281,PK,6,5307210,16,NOT AVAILABLE
-122.3380325,47.65728069,23778,5.30771E+11,HAMILTON INTERNATIONAL MIDDLE SCHOOL,1610 N 41 ST,SEATTLE,WA,98103,8212,(206) 252-5810,1,1,1143,KING,53033,USA,47.65728069,-122.3380325,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530771001180,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,2,1089,6,8,5307710,54,NOT AVAILABLE
-122.1988184,48.06209497,23834,5.30486E+11,MARYSVILLE ARTS AND TECHNOLOGY HIGH SCHOOL,7204 27TH AVE NE,MARYSVILLE,WA,98271,NOT AVAILABLE,(360) 965-2902,1,1,298,SNOHOMISH,53061,USA,48.06209497,-122.1988184,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530486003102,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,3,284,9,12,5304860,14,NOT AVAILABLE
-117.2437494,47.12668939,23840,5.30597E+11,OAKESDALE ELEMENTARY SCHOOL,FIRST & MCCOY STREETS,OAKESDALE,WA,99158,228,(509) 285-5296,1,1,73,WHITMAN,53075,USA,47.12668939,-117.2437494,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530597000907,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,68,PK,8,5305970,5,NOT AVAILABLE
-122.2705084,47.91704121,23842,5.30543E+11,SNO-ISLE SKILLS CENTER,9001 AIRPORT ROAD,EVERETT,WA,98204,1499,(425) 348-2208,3,1,19,SNOHOMISH,53061,USA,47.91704121,-122.2705084,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530543002127,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,NOT AVAILABLE,3,0,11,12,5305430,19,NOT AVAILABLE
-120.1699933,48.44209904,23942,5.30502E+11,LIBERTY BELL JR SR HIGH,24 TWIN LAKES RD.,WINTHROP,WA,98862,9713,(509) 996-2215,1,1,278,OKANOGAN,53047,USA,48.44209904,-120.1699933,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530502000770,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,methow.org,3,260,7,12,5305020,18,NOT AVAILABLE
-122.2326086,47.71994209,25569,5.30423E+11,FINN HILL MIDDLE SCHOOL,8040 NE 132ND ST,KIRKLAND,WA,98034,2522,(425) 936-2340,1,1,617,KING,53033,USA,47.71994209,-122.2326086,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423000663,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,http://schools.lwsd.org/FHJH,2,588,6,8,5304230,29,NOT AVAILABLE
-122.1167587,47.76773385,25618,5.30591E+11,LEOTA JR HIGH,19301 168 AV NE,WOODINVILLE,WA,98072,8426,(425) 408-6500,1,1,861,KING,53033,USA,47.76773385,-122.1167587,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530591000887,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,www.nsd.org/leota,2,823,7,9,5305910,38,NOT AVAILABLE
-119.8970578,46.74086308,25644,5.30936E+11,MATTAWA ELEMENTARY PRE-SCHOOL,400 N. BOUNDARY,MATTAWA,WA,99349,907,(509) 932-4433,1,1,7,GRANT,53025,USA,46.74086308,-119.8970578,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530936003227,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-04T00:00:00.000Z,NOT AVAILABLE,1,7,PK,PK,5309360,-1,NOT AVAILABLE
-122.3677167,47.78575467,25685,5.3024E+11,SCRIBER LAKE HIGH SCHOOL,23200 100TH AVE W,EDMONDS,WA,98020,NOT AVAILABLE,(425) 431-7270,4,1,276,SNOHOMISH,53061,USA,47.78575467,-122.3677167,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530240000338,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-13T00:00:00.000Z,NOT AVAILABLE,3,264,9,12,5302400,12,NOT AVAILABLE
-117.2386145,47.62393079,25688,5.30111E+11,CHESTER ELEMENTARY SCHOOL,3525 S. PINES RD.,SPOKANE,WA,99206,5930,(509) 228-4150,1,1,407,SPOKANE,53063,USA,47.62393079,-117.2386145,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530111000192,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,1,387,PK,5,5301110,20,NOT AVAILABLE
-122.3140165,47.55231132,25730,5.30771E+11,CLEVELAND HIGH SCHOOL STEM,5511 15 AVE S,SEATTLE,WA,98108,2823,(206) 252-7800,1,1,884,KING,53033,USA,47.55231132,-122.3140165,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530771001150,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-17T00:00:00.000Z,NOT AVAILABLE,3,842,9,12,5307710,42,NOT AVAILABLE
-122.5604743,47.11430981,25731,5.30141E+11,EVERGREEN ELEMENTARY SCHOOL,9010 BLAINE AVE,FORT LEWIS,WA,98433,1570,(253) 583-5250,1,1,524,PIERCE,53053,USA,47.11430981,-122.5604743,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530141002438,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,1,489,PK,5,5301410,35,NOT AVAILABLE
-122.4655713,48.94946325,25738,5.30462E+11,ISOM ELEMENTARY SCHOOL,8461 BENSON RD,LYNDEN,WA,98264,NOT AVAILABLE,(360) 354-1992,1,1,518,WHATCOM,53073,USA,48.94946325,-122.4655713,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530462002260,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-12T00:00:00.000Z,www.lynden.wednet.edu,1,492,KG,5,5304620,26,NOT AVAILABLE
-122.1955984,47.72475751,25801,5.30423E+11,KELLER ELEMENTARY,13820 - 108TH NE,KIRKLAND,WA,98034,2016,(425) 936-2580,1,1,390,KING,53033,USA,47.72475751,-122.1955984,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530423000666,2009-12-10T00:00:00.000Z,IMAGERY/OTHER,2010-08-19T00:00:00.000Z,http://schools.lwsd.org/Keller,1,367,PK,6,5304230,23,NOT AVAILABLE
-117.4305816,47.66561586,25833,5.30001E+11,STRUCTURAL ALT CONFINEMENT SCHOOL,1208 W. MALLEN ST.,SPOKANE,WA,99205,320,(509) 447-2451,4,1,17,SPOKANE,53063,USA,47.66561586,-117.4305816,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530001002929,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,NOT AVAILABLE,3,17,8,12,5300010,-1,NOT AVAILABLE
-119.7855556,48.09439388,25892,5.30069E+11,BREWSTER MIDDLE SCHOOL,422 S 7TH ST,BREWSTER,WA,98812,NOT AVAILABLE,(509) 689-2032,1,1,224,OKANOGAN,53047,USA,48.09439388,-119.7855556,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530069002284,2009-10-13T00:00:00.000Z,IMAGERY/OTHER,2010-08-09T00:00:00.000Z,NOT AVAILABLE,2,212,6,8,5300690,12,NOT AVAILABLE
-117.6695825,47.57206555,25975,5.30495E+11,MEDICAL LAKE MIDDLE SCHOOL,1010 E. LAKE ST.,MEDICAL LAKE,WA,99022,128,(509) 565-3300,1,1,402,SPOKANE,53063,USA,47.57206555,-117.6695825,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530495000756,2010-01-29T00:00:00.000Z,IMAGERY/OTHER,2010-07-12T00:00:00.000Z,http://www.mlsd.org,2,383,6,8,5304950,19,NOT AVAILABLE
-119.3187847,47.18497691,26518,5.30963E+11,WSD COLUMBIA BASIN J.C.,6739 24TH AVENUE NORTH EAST,MOSES LAKE,WA,98837,3243,(509) 258-4535,1,1,41,GRANT,53025,USA,47.18497691,-119.3187847,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530963003336,2012-11-02T00:00:00.000Z,GEOCODE,2013-02-27T00:00:00.000Z,NOT AVAILABLE,3,40,11,12,5309630,1,NOT AVAILABLE
-122.3436525,47.28226953,26744,5.30282E+11,BIRTH TO THREE DEVELOPMENT CENTER,35535 6TH PL SW,FEDERAL WAY,WA,98023,1269,(253) 874-5445,2,1,126,KING,53033,USA,47.28226953,-122.3436525,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530282003408,2017-10-25T00:00:00.000Z,IMAGERY,2018-02-14T00:00:00.000Z,www.birthtothree.org,1,126,PK,PK,5302820,-1,NOT AVAILABLE
-122.1958098,47.36971595,26749,5.30282E+11,DYNAMIC FAMILY SERVICES,10811 SE KENT KANLGEY RD,KENT,WA,98030,NOT AVAILABLE,(253) 945-2000,2,1,4,KING,53033,USA,47.36971595,-122.1958098,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530282003430,2017-10-25T00:00:00.000Z,IMAGERY,2018-02-14T00:00:00.000Z,NOT AVAILABLE,4,4,PK,12,5302820,-1,NOT AVAILABLE
-119.3216118,47.18283075,26750,5.30522E+11,ENDEAVOR MIDDLE SCHOOL,6527 PATTON BLVD,MOSES LAKE,WA,98837,NOT AVAILABLE,(509) 766-2650,1,1,268,GRANT,53025,USA,47.18283075,-119.3216118,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530522003482,2017-10-25T00:00:00.000Z,IMAGERY,2018-02-14T00:00:00.000Z,NOT AVAILABLE,2,251,6,8,5305220,17,NOT AVAILABLE
-122.1986752,48.06407249,26755,5.30486E+11,QUIL CEDA TULALIP ELEMENTARY,2415 74TH ST. N.E.,TULALIP,WA,98271,NOT AVAILABLE,(360) 965-3100,1,1,595,SNOHOMISH,53061,USA,48.06407249,-122.1986752,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=530486003480,2017-10-25T00:00:00.000Z,IMAGERY,2018-02-14T00:00:00.000Z,NOT AVAILABLE,1,555,PK,5,5304860,40,10800463
