School_Code,School_Name,School_Teaches_Computer_Science,Total_Computer_Science_Courses_Taught,Yearly_Enrolled_in_Computer_Science,X,Y,FID,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName_y,Lowest_Grade,Highest_Grade,Address_Line_1,Address_Line_2,City,State,Zip_Code_Long,Principal_Name,Email,Phone,Org_Category,AYPCode,GradeCateg,Org_Category_2,Zip_Code,CountyID,County_Name
4093,Stanton Academy,Teaches Computer Science,8.0,132.0,-120.5230118,46.61730949,2121,46.61731543,-120.52302590000001,39801,Educational Service District 105,39007,Yakima School District,Stanton Academy,9,12,802 River Rd, ,Yakima,Washington,98902-0000,Dave  Chaplin,chaplin.dave@yakimaschools.org,509.573.1201," Alternative School, Public School",A,High School,Public,98902,53077,Yakima County
4100,Olympic High School,Teaches Computer Science,6.0,121.0,-122.6653273,47.62686822,1939,47.626874,-122.665342,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Olympic High School,9,12,7077 Stampede Blvd NW, ,Bremerton,Washington,98311,Rebecca  Johnson,rebeccaj@cksd.wednet.edu,360.662.2700," Public School, Regular School",P,High School,Public,98311,53035,Kitsap County
4104,Prairie High School,Teaches Computer Science,4.0,202.0,-122.5549068,45.70481732,49,45.704823,-122.554921,6801,Educational Service District 112,6119,Battle Ground School District,Prairie High School,9,12,PO Box 200, ,Battle Ground,Washington,98604-0200,Stephanie  Watts,watts.stephanie@battlegroundps.org,360.885.5000," Public School, Regular School",P,High School,Public,98604,53011,Clark County
4109,Oakland High School,Teaches Computer Science,6.0,134.0,-122.4857453,47.23052472,2069,47.2305305,-122.48575990000002,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Oakland High School,9,12,3319 S Adams St, ,Tacoma,Washington,98409-0000,John  Jones,jjones@tacoma.k12.wa.us,253.571.5102," Alternative School, Public School",A,High School,Public,98409,53053,Pierce County
4118,Tri-Tech Skills Center,Teaches Computer Science,8.0,104.0,-119.2008222,46.21846896,2309,46.218475,-119.20083600000001,11801,Educational Service District 123,3017,Kennewick School District,Tri-Tech Skills Center,9,12,5929 WEST METALINE AVENUE, ,Kennewick,Washington,99336-1494,Paul  Randall,paul.randall@ksd.org,509.222.7300," Public School, Vocational/technical school",V,High School,Public,99336,53005,Benton County
4128,Kentwood High School,Teaches Computer Science,12.0,162.0,-122.12017649999999,47.36964418,1168,47.36965,-122.12019099999999,17801,Puget Sound Educational Service District 121,17415,Kent School District,Kentwood High School,9,12,25800 164th Ave SE, ,Covington,Washington,98042-8248,Samantha  Ketover,samantha.ketover@kent.k12.wa.us,253.373.7680," Public School, Regular School",P,High School,Public,98042,53033,King County
4149,South Whidbey High School,Teaches Computer Science,2.0,2.0,-122.40990929999998,48.00565617,245,48.005662,-122.409924,29801,Northwest Educational Service District 189,15206,South Whidbey School District,South Whidbey High School,9,12,5675 Maxwelton, ,Langley,Washington,98260-0390,John  Patton,jpatton@sw.wednet.edu,360.221.4300," Public School, Regular School",P,High School,Public,98260,53029,Island County
4158,Spanaway Lake High School,Teaches Computer Science,6.0,126.0,-122.4124145,47.10572822,254,47.105734000000005,-122.412429,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Spanaway Lake High School,9,12,1305 168th St E, ,Spanaway,Washington,98387-5906,Susie  Askew,saskew@bethelsd.org,253.683.5600," Public School, Regular School",P,High School,Public,98387,53053,Pierce County
4162,Mountain View High School,Teaches Computer Science,10.0,370.0,-122.51827379999999,45.61243732,1836,45.612443,-122.51828799999998,6801,Educational Service District 112,6114,Evergreen School District (Clark),Mountain View High School,9,12,1500 SE Blairmont Dr, ,Vancouver,Washington,98683-8331,Matthew  Johnson,matthew.johnson@evergreenps.org,360.604.6100," Public School, Regular School",P,High School,Public,98683,53011,Clark County
4201,Lynden High School,Teaches Computer Science,2.0,38.0,-122.42846010000001,48.95202413,1692,48.95203,-122.428475,29801,Northwest Educational Service District 189,37504,Lynden School District,Lynden High School,9,12,1201 BRADLEY RD, ,Lynden,Washington,98264-0000,Ian   Freeman,freemani@lynden.wednet.edu,360.354.4443," Public School, Regular School",P,High School,Public,98264,53073,Whatcom County
4206,Kettle Falls High School,Teaches Computer Science,4.0,26.0,-118.05870790000002,48.60014568,1171,48.600152,-118.058722,32801,Educational Service District 101,33212,Kettle Falls School District,Kettle Falls High School,9,12,PO BOX 458, ,Kettle Falls,Washington,99141,Curtis  Corvino,ccorvino@kfschools.org,509.738.6725," Public School, Regular School",P,High School,Public,99141,53065,Stevens County
4208,Woodinville Hs,Teaches Computer Science,8.0,460.0,-122.16193340000001,47.77136616,1287,47.771372,-122.161948,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Woodinville Hs,9,12,19819 136 NE, ,Woodinville,Washington,98072-8797,Kurt  Criscione,kcriscione@nsd.org,425.408.7400," Public School, Regular School",P,High School,Public,98072,53033,King County
4225,New Market Skills Center,Teaches Computer Science,2.0,72.0,-122.9139124,46.98245828,2317,46.982464,-122.913927,34801,Capital Region ESD 113,34033,Tumwater School District,New Market Skills Center,11,12,7299 New Market Street, ,Tumwater,Washington,98501-0000,Kris  Blum,kris.blum@newmarketskills.com,360.570.4500," Public School, Vocational/technical school",V,High School,Public,98501,53067,Thurston County
4233,Marysville Mountain View High School,Teaches Computer Science,11.0,62.0,-122.1976,48.062808000000004,2002,48.062808000000004,-122.1976,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville Mountain View High School,9,12,7204 27th Ave NE ,,Marysville,Washington,98271,Dawn  Bechtholdt,dawn_bechtholdt@msvl.k12.wa.us,(360)653-0628," Alternative School, Public School",A,High School,Public,98271,53061,Snohomish County
4247,Aces High School,Teaches Computer Science,4.0,42.0,-122.24436329999999,47.91069316,417,47.910699,-122.244378,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Aces High School,9,12,9700 Holly Drive, ,Everett,Washington,98204,Amy D Montanye-Johnson,montanyejohnsonad@mukilteo.wednet.edu,425.366.3900," Alternative School, Public School",A,High School,Public,98204,53061,Snohomish County
4274,Sultan Senior High School,Teaches Computer Science,6.0,100.0,-121.8131014,47.87302312,289,47.873028999999995,-121.813116,29801,Northwest Educational Service District 189,31311,Sultan School District,Sultan Senior High School,9,12,13715 310th Ave S.E., ,Sultan,Washington,98294-0000,Sarita  Whitmire-Skeith,sarita.whitmire@sultan.k12.wa.us,360.793.9860," Public School, Regular School",P,High School,Public,98294,53061,Snohomish County
4287,Weston High School,Teaches Computer Science,3.0,16.0,-122.1701233,48.15309914,1243,48.153105,-122.170138,29801,Northwest Educational Service District 189,31016,Arlington School District,Weston High School,9,12,4407 172nd Street NE, ,Arlington,Washington,98223,Will  Nelson,wnelson@asd.wednet.edu,360.618.6342," Alternative School, Public School",A,High School,Public,98223,53061,Snohomish County
4427,River Ridge High School,Teaches Computer Science,4.0,104.0,-122.7519314,47.05612826,101,47.056134,-122.75194599999999,34801,Capital Region ESD 113,34003,North Thurston Public Schools,River Ridge High School,9,12,350 River Ridge Drive SE, ,Lacey,Washington,98513,Serenity  Malloy,smalloy@nthurston.k12.wa.us,360.412.4820," Public School, Regular School",P,High School,Public,98513,53067,Thurston County
4433,Kamiak High School,Teaches Computer Science,8.0,264.0,-122.3018403,47.90077317,1144,47.900779,-122.301855,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Kamiak High School,9,12,10801 Harbour Pointe Blvd, ,Mukilteo,Washington,98275,Eric S Hong,honges@mukilteo.wednet.edu,425.366.5400," Public School, Regular School",P,High School,Public,98275,53061,Snohomish County
4438,Henry M. Jackson High School,Teaches Computer Science,14.0,434.0,-122.20976040000001,47.87334716,1002,47.873353,-122.209775,29801,Northwest Educational Service District 189,31002,Everett School District,Henry M. Jackson High School,9,12,1508 136th St. SE, ,Mill Creek,Washington,98012-5310,David  Peters,dpeters@everettsd.org,425.385.7000," Public School, Regular School",P,High School,Public,98012,53061,Snohomish County
4439,Eastlake High School,Teaches Computer Science,14.0,372.0,-122.03110179999999,47.613521899999995,794,47.61352775,-122.0311163,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Eastlake High School,9,12,400 228th NE, ,Sammamish,Washington,98074-7209,Chris  Bede,cbede@lwsd.org,425.936.1500," Public School, Regular School",P,High School,Public,98074,53033,King County
4474,Auburn Riverside High School,Teaches Computer Science,8.0,120.0,-122.22223249999999,47.26775919,466,47.267765000000004,-122.222247,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Auburn Riverside High School,9,12,501 ORAVETZ RD SE, ,Auburn,Washington,98092-8621,David  Halford,dhalford@auburn.wednet.edu,253.804.5154," Public School, Regular School",P,High School,Public,98092,53033,King County
4484,Southridge High School,Teaches Computer Science,16.0,114.0,-119.19500719999999,46.17932796,248,46.179334000000004,-119.195021,11801,Educational Service District 123,3017,Kennewick School District,Southridge High School,9,12,3320 Southridge Boulevard, ,Kennewick,Washington,99338-1976,Molly  Hamaker-Teals,molly.hamaker-teals@ksd.org,509.222.6528," Public School, Regular School",P,High School,Public,99338,53005,Benton County
4491,Mt Spokane High School,Teaches Computer Science,4.0,196.0,-117.3231843,47.78886366,1854,47.78887,-117.323198,32801,Educational Service District 101,32354,Mead School District,Mt Spokane High School,9,12,6015 E MT. SPOKANE PARK DR, ,Mead,Washington,99021-9468,Darren  Nelson,darren.nelson@mead354.org,509.465.7210," Public School, Regular School",P,High School,Public,99021,53063,Spokane County
4492,Kentlake High School,Teaches Computer Science,6.0,138.0,-122.0571605,47.33145317,1165,47.331459,-122.057175,17801,Puget Sound Educational Service District 121,17415,Kent School District,Kentlake High School,9,12,21401 SE Falcon Way, ,Kent,Washington,98042-5939,Heidi  Maurer,heidi.maurer@kent.k12.wa.us,253.373.4900," Public School, Regular School",P,High School,Public,98042,53033,King County
4495,Skyline High School,Teaches Computer Science,8.0,374.0,-122.0314034,47.60016515,222,47.600171,-122.03141799999999,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Skyline High School,9,12,1122 228TH AVE SE, ,Sammamish,Washington,98075-9509,Kieth  Hennig,hennigk@issaquah.wednet.edu,425.837.7706," Public School, Regular School",P,High School,Public,98075,53033,King County
4500,A G West Black Hills High School,Teaches Computer Science,4.0,80.0,-122.9480884,46.97821428,414,46.97822,-122.948103,34801,Capital Region ESD 113,34033,Tumwater School District,A G West Black Hills High School,9,12,7741 Littlerock Road SW, ,Tumwater,Washington,98512-0000,Dave  Myers,dave.myers@tumwater.k12.wa.us,360.709.7800," Public School, Regular School",P,High School,Public,98512,53067,Thurston County
4504,Skyview High School,Teaches Computer Science,12.0,452.0,-122.6835737,45.72274433,224,45.72275,-122.68358799999999,6801,Educational Service District 112,6037,Vancouver School District,Skyview High School,9,12,1300 NW 139TH ST, ,Vancouver,Washington,98685-1858,James Edwin Gray,james.gray@vansd.org,360.313.4200," Public School, Regular School",P,High School,Public,98685,53011,Clark County
4515,Squalicum High School,Teaches Computer Science,8.0,152.0,-122.4228761,48.78439113,261,48.784397,-122.42289099999999,29801,Northwest Educational Service District 189,37501,Bellingham School District,Squalicum High School,9,12,3773 E McLeod Rd, ,Bellingham,Washington,98226-7728,Miguel  Perez,miguel.perez@bellinghamschools.org,360.676.6471," Public School, Regular School",P,High School,Public,98226,53073,Whatcom County
4523,Heritage High School,Teaches Computer Science,6.0,155.0,-122.5379168,45.67962132,1043,45.679627,-122.537931,6801,Educational Service District 112,6114,Evergreen School District (Clark),Heritage High School,9,12,7825 NE 130th Avenue, ,Vancouver,Washington,98682-3316,Derek  Garrison,derek.garrison@evergreenps.org,360.604.3400," Public School, Regular School",P,High School,Public,98682,53011,Clark County
4528,Monroe High School,Teaches Computer Science,3.0,55.0,-122.00991940000002,47.84343514,1813,47.843441,-122.00993400000002,29801,Northwest Educational Service District 189,31103,Monroe School District,Monroe High School,9,12,17001 Tester Rd., ,Monroe,Washington,98272-2896,Ed  Crow,crowe@monroe.wednet.edu,360.804.4500," Public School, Regular School",P,High School,Public,98272,53061,Snohomish County
4540,Emerald Ridge High School,Teaches Computer Science,8.0,100.0,-122.2628715,47.08944521,828,47.089451000000004,-122.26288600000001,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Emerald Ridge High School,10,12,12405 184th St E, ,Puyallup,Washington,98374-9135,Richard  Lasso,lassor@puyallup.k12.wa.us,253.435.6300," Public School, Regular School",P,High School,Public,98374,53053,Pierce County
4567,Camas High School,Teaches Computer Science,6.0,150.0,-122.39856280000001,45.61215831,557,45.612164,-122.398577,6801,Educational Service District 112,6117,Camas School District,Camas High School,9,12,26900 SE 15TH ST, ,Camas,Washington,98607-7296,Elizabeth  Curran-Sejkora,liza.sejkora@camas.wednet.edu,360.833.5750," Public School, Regular School",P,High School,Public,98607,53011,Clark County
4569,White River High School,Teaches Computer Science,4.0,116.0,-122.0732845,47.14551418,1251,47.14552,-122.073299,17801,Puget Sound Educational Service District 121,27416,White River School District,White River High School,9,12,P. O. Box 1683, ,Buckley,Washington,98321,Cody  Mothershead,cmotherhead@whiteriver.wednet.edu,360.829.3352," Public School, Regular School",P,High School,Public,98321,53053,Pierce County
4570,Todd Beamer High School,Teaches Computer Science,6.0,175.0,-122.3149565,47.2780472,343,47.278053,-122.314971,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Todd Beamer High School,9,12,35999 16TH AV S, ,Federal Way,Washington,98003-7414,Anali  Weatherhead,aweather@fwps.org,253.945.2570," Public School, Regular School",P,High School,Public,98003,53033,King County
4585,Bonney Lake High School,Teaches Computer Science,6.0,168.0,-122.16873770000001,47.15933445,521,47.15934026,-122.16875209999999,17801,Puget Sound Educational Service District 121,27320,Sumner School District,Bonney Lake High School,9,12,10920 199th Ave Ct E, ,Bonney Lake,Washington,98391,Cris  Turner,cris_turner@sumnersd.org,253.891.5700," Public School, Regular School",P,High School,Public,98391,53053,Pierce County
5033,Graham Kapowsin High School,Teaches Computer Science,12.0,342.0,-122.2867365,47.05733021,972,47.057336,-122.286751,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Graham Kapowsin High School,9,12,22100 108th Ave E, ,Graham,Washington,98338,Matt  Yarkosky,myarkosky@bethelsd.org,253.683.6100," Public School, Regular School",P,High School,Public,98338,53053,Pierce County
5037,Auburn Mountainview High School,Teaches Computer Science,9.0,202.0,-122.1718135,47.34202318,465,47.342029,-122.171828,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Auburn Mountainview High School,9,12,28900 124th AVE SE, ,Auburn,Washington,98092-3101,Terri  Herren,therren@auburn.wednet.edu,253.804.4539," Public School, Regular School",P,High School,Public,98092,53033,King County
5071,Insight School Of Washington,Teaches Computer Science,4.0,62.0,-124.383765,47.94848738,1557,47.948493,-124.38378,18801,Olympic Educational Service District 114,5402,Quillayute Valley School District,Insight School Of Washington,9,12,411 South Spartan Ave, ,Forks,Washington,98331,Darice  Bales,darice.bales@k12insightwa.org,425.533.2700 ext. 2004," Alternative School, Public School",A,High School,Public,98331,53031,Jefferson County
5085,Kingston High School,Teaches Computer Science,2.0,24.0,-122.52028229999999,47.80002219,1176,47.800028000000005,-122.520297,18801,Olympic Educational Service District 114,18400,North Kitsap School District,Kingston High School,9,12,26201 Siyaya Avenue NE, ,Kingston,Washington,98346,Christiana M Cole,ccole@nkschools.org,360.396.3302," Public School, Regular School",P,High School,Public,98346,53035,Kitsap County
5104,Hayes Freedom High School,Teaches Computer Science,6.0,130.0,-122.4013699,45.59265006,1028,45.59265575,-122.40138400000001,6801,Educational Service District 112,6117,Camas School District,Hayes Freedom High School,9,12,1919 NE Ione St, ,Camas,Washington,98607,Amy K Holmes,amy.holmes@camas.wednet.edu,360.833.5602," Public School, Regular School",P,High School,Public,98607,53011,Clark County
5111,Union High School,Teaches Computer Science,10.0,430.0,-122.46766640000001,45.62422615,1400,45.62423184,-122.46768059999998,6801,Educational Service District 112,6114,Evergreen School District (Clark),Union High School,9,12,6201 NW Friberg-Strunk St, ,Camas,Washington,98607-0000,Brian  Grimsted,brian.grimsted@evergreenps.org,360.604.6250," Public School, Regular School",P,High School,Public,98607,53011,Clark County
5128,Glacier Peak High School,Teaches Computer Science,8.0,198.0,-122.1334574,47.86780515,958,47.867810999999996,-122.133472,29801,Northwest Educational Service District 189,31201,Snohomish School District,Glacier Peak High School,9,12,7401 144th Pl SE, ,Snohomish,Washington,98296,Jeff  Larson,jeffrey.larson@sno.wednet.edu,360.563.7300," Public School, Regular School",P,High School,Public,98296,53061,Snohomish County
5164,Chiawana High School,Teaches Computer Science,16.0,554.0,-119.19691920000001,46.25764116,654,46.25764721,-119.196933,11801,Educational Service District 123,11001,Pasco School District,Chiawana High School,8,12,8125 W Argent Rd,Booth Bldg,Pasco,Washington,99301,John  Wallwork,jwallwork@psd1.org,509.543.6786," Public School, Regular School",P,High School,Public,99301,53021,Franklin County
5169,Science And Math Institute,Teaches Computer Science,7.0,210.0,-122.51095079999999,47.30188036,2071,47.30188614,-122.5109654,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Science And Math Institute,9,12,5501 N. Pearl St, ,Tacoma,Washington,98407,Jon   Ketler,jketler@tacoma.k12.wa.us,253.571.2300," Public School, Regular School",P,High School,Public,98407,53053,Pierce County
5197,Washington Virtual Academy Omak High School,Teaches Computer Science,6.0,166.0,-119.5338887,48.40955085,1528,48.409557,-119.53390300000001,4801,North Central Educational Service District 171,24019,Omak School District,Washington Virtual Academy Omak High School,9,12,PO Box 833, ,Omak,Washington,98841,Jayme  Evans,jaevans@k12.com,253.964.1068," Public School, Regular School",P,High School,Public,98841,53047,Okanogan County
5213,Marysville Pilchuck High School,Teaches Computer Science,4.0,462.0,-122.15483130000001,48.09636814,1742,48.096374,-122.15484599999999,29801,Northwest Educational Service District 189,31025,Marysville School District,Marysville Pilchuck High School,9,12,5611 108th Street NE, ,Marysville,Washington,98271,Dave   Rose,david_rose@msd25.org,360.965.2000," Public School, Regular School",P,High School,Public,98271,53061,Snohomish County
5226,Selkirk High School,Teaches Computer Science,4.0,18.0,-117.39823100000001,48.819030600000005,2152,48.819037,-117.39824499999999,32801,Educational Service District 101,26070,Selkirk School District,Selkirk High School,9,12,10372 Highway 31, ,Ione,Washington,99139-9613,Brent  Deroest,bderoest@selkirkschools.org,509.446.3505," Public School, Regular School",P,High School,Public,99139,53051,Pend Oreille County
5260,Seattle Skills Center,Teaches Computer Science,4.0,25.0,-122.33009540000002,47.58093419,2031,47.580940000000005,-122.33011,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Seattle Skills Center,9,12,PO Box 34165, ,Seattle,Washington,98124-1165,Dan  Golosman,dpgolosman@seattleschools.org,206.252.0730," Public School, Vocational/technical school",V,High School,Public,98124,53033,King County
5265,Tesla Stem High School,Teaches Computer Science,23.0,1814.0,-122.03650549999999,47.64867192,2150,47.64867777,-122.03652009999999,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Tesla Stem High School,9,12,4301 228th Ave NE, ,Redmond,Washington,98053-8333,Cindy  Duenas,cduenas@lwsd.org,425.936.2770," Alternative School, Public School",A,High School,Public,98053,53033,King County
5268,Riverpoint Academy,Teaches Computer Science,16.0,349.0,-117.3930551,47.75772822,2278,47.75773455,-117.39306880000001,32801,Educational Service District 101,32354,Mead School District,Riverpoint Academy,9,12,11008 N. Newport Hwy, ,Spokane,Washington,99218,Moleena  Harris,moleena.harris@mead354.org,509.465.7900," Affiliated With District, Public School",P,High School,Public,99218,53063,Spokane County
5273,Columbia Basin Technical Skills Center ,Teaches Computer Science,2.0,16.0,-119.264275,47.104482899999994,2018,47.104489,-119.26428899999999,4801,North Central Educational Service District 171,13161,Moses Lake School District,Columbia Basin Technical Skills Center,10,12,900 W Yonezawa Blvd, ,Moses Lake,Washington,98837,Christine   Armstrong,carmstrong@cbtech.k12.wa.us,509.766.2650," Public School, Vocational/technical school",V,High School,Public,98837,53025,Grant County
5278,Spokane Valley Tech,Teaches Computer Science,4.0,24.0,-117.2604553,47.65592967,2365,47.655936,-117.260469,32801,Educational Service District 101,32356,Central Valley School District,Spokane Valley Tech,9,12,115 S University Rd, ,Spokane Valley,Washington,99206-6067,Scott  Oakshott,soakshott@cvsd.org,509.228.5601," Public School, Vocational/technical school",V,High School,Public,99206,53063,Spokane County
5310,Henrietta Lacks Health And Bioscience High School,Teaches Computer Science,8.0,72.0,-122.5792858,45.62728432,2151,45.62729,-122.5793,6801,Educational Service District 112,6114,Evergreen School District (Clark),Henrietta Lacks Health And Bioscience High School,9,12,9105 NE 9th Street, ,Vancouver,Washington,98664,Julie  Tumelty,julie.tumelty@evergreenps.org,360.604.4057," Affiliated With District, Public School",P,High School,Public,98664,53011,Clark County
5433,Ev Parent Partnership,Teaches Computer Science,1.0,1.0,-117.2384663,47.68476361,2210,47.68476995,-117.23848000000001,32801,Educational Service District 101,32361,East Valley School District (Spokane),Ev Parent Partnership,K,12,12325 E Grace Ave, ,Spokane Valley,Washington,99216,Frank  Brou,brouf@evsd.org,509-241-5001," Alternative School, Public School",A,K-12,Public,99216,53063,Spokane County
5458,Industrial Design Engineering And Art,Teaches Computer Science,4.0,302.0,-122.4413835,47.19579507,2199,47.19580086,-122.44139809999999,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Industrial Design Engineering And Art,9,11,6701 S Park Ave, ,Tacoma,Washington,98444,Zach  Varnell,zvarnel@tacoma.k12.wa.us,253.571.7906," Public School, Regular School",P,High School,Public,98444,53053,Pierce County
5480,Pacific Crest Innovation Academy,Teaches Computer Science,1.0,1.0,-121.64970790000001,45.75742323,2224,45.757428999999995,-121.649722,6801,Educational Service District 112,30031,Mill A School District,Pacific Crest Innovation Academy,9,12,1142 Jessup rd, ,Cook,Washington,98605,Bob  Rogers,info@pacificcrestia.org,509-538-2700," Affiliated With District, Public School",P,High School,Public,98605,53059,Skamania County
5481,North Creek High School,Teaches Computer Science,8.0,326.0,-122.18164490000001,47.82545463,2228,47.82546048,-122.18165959999999,17801,Puget Sound Educational Service District 121,17417,Northshore School District,North Creek High School,9,12,3613 191st PL SE, ,Bothell,Washington,98012,Eric Thomas Mcdowell,emcdowell@nsd.org,425-408-8805," Public School, Regular School",P,High School,Public,98012,53061,Snohomish County
5545,Kalama High School,Teaches Computer Science,2.0,14.0,-122.83813899999998,46.00862681,2346,46.00863248,-122.8381533,6801,Educational Service District 112,8402,Kalama School District,Kalama High School,9,12,548 China Garden Road, ,Kalama,Washington,98625,Guy  Strot,guy.strot@kalama.k12.wa.us,360.673.5212," Public School, Regular School",P,High School,Public,98625,53015,Cowlitz County
5958,Washington Network For Innovative Careers,Teaches Computer Science,3.0,113.0,-122.1657044,47.70518316,1460,47.705189000000004,-122.165719,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Washington Network For Innovative Careers,9,12,PO Box 97039, ,Redmond,Washington,98073-9739,Karen  Hay,khay@lwsd.org,425.739.8400," Public School, Vocational/technical school",V,High School,Public,98073,53033,King County
5961,Pierce County Skills Center,Teaches Computer Science,4.0,76.0,-122.35600590000001,47.10906981,2318,47.10907559,-122.35602040000002,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Pierce County Skills Center,8,12,16117 Canyon Rd E, ,Puyallup,Washington,98375,Michelle  Ledbetter,mledbetter@bethelsd.org,253.683.5977," Public School, Vocational/technical school",V,High School,Public,98375,53053,Pierce County
3015,Othello High School,Doesn't Teach Computer Science,0.0,0.0,-119.16612009999999,46.82331691,1968,46.823322999999995,-119.16613400000001,11801,Educational Service District 123,1147,Othello School District,Othello High School,9,12,340 S 7th Ave, ,Othello,Washington,99344-1463,Alejandro  Vergara,avergara@othelloschools.org,509.488.3351 ext. 2010," Public School, Regular School",P,High School,Public,99344,53001,Adams County
2508,Prosser High School,Doesn't Teach Computer Science,0.0,0.0,-119.76579009999999,46.20371401,55,46.203720000000004,-119.765804,11801,Educational Service District 123,3116,Prosser School District,Prosser High School,9,12,1203 Prosser Ave., ,Prosser,Washington,99350-1430,Kevin  Lusk,kevin.lusk@prosserschools.org,509.786.1224," Public School, Regular School",P,High School,Public,99350,53005,Benton County
3511,Richland High School,Doesn't Teach Computer Science,0.0,0.0,-119.2881422,46.27834596,89,46.278352000000005,-119.288156,11801,Educational Service District 123,3400,Richland School District,Richland High School,9,12,930 Long Ave, ,Richland,Washington,99352-0000,Tim  Praino,tim.praino@rsd.edu,509.967.6535," Public School, Regular School",P,High School,Public,99352,53005,Benton County
3268,Cashmere High School,Doesn't Teach Computer Science,0.0,0.0,-120.4790247,47.513051000000004,594,47.513057,-120.47903899999999,4801,North Central Educational Service District 171,4222,CASHMERE SCHOOL DISTRICT,Cashmere High School,9,12,329 Tigner Road, ,Cashmere,Washington,98815-1249,William Anthony  Boyle,tboyle@cashmere.wednet.edu,509.782.2914," Public School, Regular School",P,High School,Public,98815,53007,Chelan County
4105,Wenatchee Valley Technical Skills Center,Doesn't Teach Computer Science,0.0,0.0,-120.3292347,47.46556352,2320,47.46556954,-120.32924890000001,4801,North Central Educational Service District 171,4246,Wenatchee School District,Wenatchee Valley Technical Skills Center,9,12,327 E PENNY ROAD STE D, ,Wenatchee,Washington,98801-8106,Peter E Jelsing,jelsing.p@wenatcheeschools.org,509.662.8827," Public School, Vocational/technical school",V,High School,Public,98801,53007,Chelan County
5149,Vancouver Virtual Learning Academy,Doesn't Teach Computer Science,0.0,0.0,-122.5847358,45.61943133,2090,45.619437,-122.58475,6801,Educational Service District 112,6037,Vancouver School District,Vancouver Virtual Learning Academy,6,12,PO BOX 8937, ,Vancouver,Washington,98668-8937,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",A,K-12,Public,98668,53011,Clark County
3147,Washougal High School,Doesn't Teach Computer Science,0.0,0.0,-122.32782479999999,45.58495429999999,1219,45.584959999999995,-122.32783899999998,6801,Educational Service District 112,6112,Washougal School District,Washougal High School,9,12,1201 39TH ST, ,Washougal,Washington,98671-9112,David Aaron Hansen,aaron.hansen@washougalsd.org,360.954.3100," Public School, Regular School",P,High School,Public,98671,53059,Skamania County
4203,Cascadia Technical Academy Skills Center,Doesn't Teach Computer Science,0.0,0.0,-122.5485703,45.64496506,2319,45.64497075,-122.5485845,6801,Educational Service District 112,6114,Evergreen School District (Clark),Cascadia Technical Academy Skills Center,9,12,12200 NE 28th Street, ,Vancouver,Washington,98682-7858,Mark  Mansell,mark.mansell@evergreenps.org,360.604.1050," Public School, Vocational/technical school",V,High School,Public,98682,53011,Clark County
5312,Discovery High School,Doesn't Teach Computer Science,0.0,0.0,-122.9571418,46.13930772,2336,46.13931339,-122.95715619999999,6801,Educational Service District 112,8122,Longview School District,Discovery High School,9,12,2742 Harding Blvd, ,Longview,Washington,98632,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Alternative School, Public School",A,High School,Public,98632,53015,Cowlitz County
5400,Discovery High School-Achieve,Doesn't Teach Computer Science,0.0,0.0,-122.957249,46.13922586,2207,46.13923153,-122.9572633,6801,Educational Service District 112,8122,Longview School District,Discovery High School-Achieve,9,12,2742 Harding, ,Longview,Washington,98632,Michael  Kleiner,mkleiner@longview.k12.wa.us,360.414.2926," Public School, Re-Engagement School",R,High School,Public,98632,53015,Cowlitz County
2727,Eastmont Senior High,Doesn't Teach Computer Science,0.0,0.0,-120.27257979999999,47.41114499,795,47.411151000000004,-120.272594,4801,North Central Educational Service District 171,9206,Eastmont School District,Eastmont Senior High,10,12,955 3rd Street NE, ,East Wenatchee,Washington,98802-4999,Lance   Noel,noelll@eastmont206.org,509.884.6665," Public School, Regular School",P,High School,Public,98802,53017,Douglas County
